block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_ratio,aic_cube_fp16_ratio,aic_cube_int8_ratio,aic_cube_fops,aic_cube_total_instr_number,aic_cube_fp_instr_number,aic_cube_int_instr_number,aiv_time(us),aiv_total_cycles,aiv_vec_ratio,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_int16_ratio,aiv_vec_misc_ratio,aiv_vec_fops,
44,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406061,2320,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
44,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.380606,2278,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
45,cube0,0.322424,532,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
45,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.681212,2774,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
45,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.443030,2381,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
46,cube0,0.312121,515,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
46,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.530303,2525,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
46,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.005455,3309,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
47,cube0,0.343636,567,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
47,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.639394,2705,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
47,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.544848,2549,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
48,cube0,0.316364,522,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
48,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.530909,2526,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
48,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.868485,3083,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
49,cube0,0.352727,582,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
49,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.596364,2634,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
49,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.547879,2554,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
50,cube0,0.329091,543,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
50,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.653939,2729,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
50,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.982424,3271,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
51,cube0,0.371515,613,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
51,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.690909,2790,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
51,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.587879,2620,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
52,cube0,0.305455,504,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
52,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.558788,2572,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
52,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.395151,2302,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
53,cube0,0.310303,512,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
53,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.695758,2798,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
53,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.572727,2595,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
54,cube0,0.321212,530,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
54,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.475758,2435,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
54,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.804848,2978,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
55,cube0,0.352727,582,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
55,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.590303,2624,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
55,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.580000,2607,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
56,cube0,0.340000,561,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.623636,2679,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
56,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
57,cube0,0.306667,506,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
57,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.818788,3001,0.009458,0.006795,0.008493,0.000000,0.000000,0.000956,76032,
