block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
131,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.667273,2751,0.212168,0.212168,0.215483,0.213825,2,0.003764,2,0.005907,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
132,cube0,0.306061,505,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
132,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.550303,2558,0.212168,0.212168,0.215483,0.213825,2,0.006846,2,0.003295,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
132,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481818,2445,0.212168,0.212168,0.215483,0.213825,2,0.004942,2,0.003167,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
133,cube0,0.309091,510,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
133,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.476364,2436,0.212168,0.212168,0.215483,0.213825,2,0.003645,2,0.007111,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
133,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.558182,2571,0.212168,0.212168,0.215483,0.213825,2,0.002578,2,0.007068,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
134,cube0,0.320000,528,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
134,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.577576,2603,0.212168,0.212168,0.215483,0.213825,2,0.006820,2,0.005864,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
134,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.495152,2467,0.212168,0.212168,0.215483,0.213825,2,0.005267,2,0.003218,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
135,cube0,0.352727,582,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
135,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.758182,2901,0.212168,0.212168,0.215483,0.213825,2,0.005557,2,0.005497,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
135,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,0.212168,0.212168,0.215483,0.213825,2,0.003619,2,0.006189,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
136,cube0,0.340000,561,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
136,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.895758,3128,0.212168,0.212168,0.215483,0.213825,2,0.006394,2,0.003457,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
136,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756364,2898,0.212168,0.212168,0.215483,0.213825,2,0.005574,2,0.003560,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
137,cube0,0.306667,506,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
137,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.613939,2663,0.212168,0.212168,0.215483,0.213825,2,0.006120,2,0.006308,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
137,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,0.212168,0.212168,0.215483,0.213825,2,0.005275,2,0.005753,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
138,cube0,0.362424,598,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
138,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.554545,2565,0.212168,0.212168,0.215483,0.213825,2,0.006342,2,0.003355,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
138,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536970,2536,0.212168,0.212168,0.215483,0.213825,2,0.005941,2,0.003414,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
139,cube0,0.350303,578,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
139,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.686667,2783,0.212168,0.212168,0.215483,0.213825,2,0.004089,2,0.006214,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
139,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.692121,2792,0.212168,0.212168,0.215483,0.213825,2,0.003807,2,0.007606,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
140,cube0,0.349697,577,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
140,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.515152,2500,0.212168,0.212168,0.215483,0.213825,2,0.006103,2,0.003628,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
140,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512727,2496,0.212168,0.212168,0.215483,0.213825,2,0.005847,2,0.003218,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
141,cube0,0.286667,473,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
141,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.611515,2659,0.212168,0.212168,0.215483,0.213825,2,0.003739,2,0.005796,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
141,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.597576,2636,0.212168,0.212168,0.215483,0.213825,2,0.003944,2,0.005873,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
142,cube0,0.344848,569,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
142,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.494545,2466,0.212168,0.212168,0.215483,0.213825,2,0.005437,2,0.003252,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
142,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.923030,3173,0.212168,0.212168,0.215483,0.213825,2,0.007461,2,0.003192,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
143,cube0,0.290909,480,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
143,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.578182,2604,0.212168,0.212168,0.215483,0.213825,2,0.003730,2,0.006726,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
143,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.441818,2379,0.212168,0.212168,0.215483,0.213825,2,0.004797,2,0.005455,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
144,cube0,0.369697,610,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
144,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,0.212168,0.212168,0.215483,0.213825,2,0.006317,2,0.003227,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
144,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.837576,3032,0.212168,0.212168,0.215483,0.213825,2,0.006701,2,0.003286,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
145,cube0,0.323636,534,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
145,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.603636,2646,0.212168,0.212168,0.215483,0.213825,2,0.004567,2,0.006726,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
145,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.650909,2724,0.212168,0.212168,0.215483,0.213825,2,0.005881,2,0.006479,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
146,cube0,0.347273,573,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
146,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529091,2523,0.212168,0.212168,0.215483,0.213825,2,0.006069,2,0.005787,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
146,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392121,2297,0.212168,0.212168,0.215483,0.213825,2,0.004080,2,0.003056,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
147,cube0,0.340606,562,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
147,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.646061,2716,0.212168,0.212168,0.215483,0.213825,2,0.003713,2,0.003406,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
147,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513939,2498,0.212168,0.212168,0.215483,0.213825,2,0.002868,2,0.006812,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
148,cube0,0.330909,546,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
148,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.850909,3054,0.212168,0.212168,0.215483,0.213825,2,0.006240,2,0.006931,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
148,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.851515,3055,0.212168,0.212168,0.215483,0.213825,2,0.006086,2,0.003346,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
149,cube0,0.350909,579,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
149,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.424242,2350,0.212168,0.212168,0.215483,0.213825,2,0.004959,2,0.005224,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
149,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.482424,2446,0.212168,0.212168,0.215483,0.213825,2,0.005130,2,0.007264,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
150,cube0,0.329091,543,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
150,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.429091,2358,0.212168,0.212168,0.215483,0.213825,2,0.004823,2,0.003210,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
150,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.507273,2487,0.212168,0.212168,0.215483,0.213825,2,0.005617,2,0.003201,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
151,cube0,0.372727,615,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
151,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.497576,2471,0.212168,0.212168,0.215483,0.213825,2,0.004123,2,0.005275,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
151,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.683030,2777,0.212168,0.212168,0.215483,0.213825,2,0.004541,2,0.007222,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
152,cube0,0.304848,503,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
152,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.418182,2340,0.212168,0.212168,0.215483,0.213825,2,0.004131,2,0.003414,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
152,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715152,2830,0.212168,0.212168,0.215483,0.213825,2,0.005096,2,0.006496,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
153,cube0,0.309091,510,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
153,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.691515,2791,0.212168,0.212168,0.215483,0.213825,2,0.003978,2,0.006726,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
153,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.378182,2274,0.212168,0.212168,0.215483,0.213825,2,0.004123,2,0.003713,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
154,cube0,0.320000,528,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
154,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.604242,2647,0.212168,0.212168,0.215483,0.213825,2,0.006974,2,0.003184,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
154,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512121,2495,0.212168,0.212168,0.215483,0.213825,2,0.005992,2,0.003338,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
155,cube0,0.349697,577,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
155,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.716970,2833,0.212168,0.212168,0.215483,0.213825,2,0.004883,2,0.007606,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
155,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.506061,2485,0.212168,0.212168,0.215483,0.213825,2,0.003244,2,0.006957,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
156,cube0,0.340606,562,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
156,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.793333,2959,0.212168,0.212168,0.215483,0.213825,2,0.006709,2,0.003619,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
156,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.482424,2446,0.212168,0.212168,0.215483,0.213825,2,0.005241,2,0.003671,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
157,cube0,0.304242,502,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
157,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.787273,2949,0.212168,0.212168,0.215483,0.213825,2,0.005881,2,0.006248,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
157,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.579394,2606,0.212168,0.212168,0.215483,0.213825,2,0.003577,2,0.005258,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
158,cube0,0.361212,596,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
158,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.567879,2587,0.212168,0.212168,0.215483,0.213825,2,0.006522,2,0.003389,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
158,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.446667,2387,0.212168,0.212168,0.215483,0.213825,2,0.004439,2,0.003295,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
159,cube0,0.351515,580,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
159,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.766667,2915,0.212168,0.212168,0.215483,0.213825,2,0.005267,2,0.006983,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
159,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.692121,2792,0.212168,0.212168,0.215483,0.213825,2,0.004490,2,0.006957,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
160,cube0,0.347879,574,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
160,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392727,2298,0.212168,0.212168,0.215483,0.213825,2,0.004063,2,0.003150,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
160,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.825455,3012,0.212168,0.212168,0.215483,0.213825,2,0.006300,2,0.003235,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
161,cube0,0.290303,479,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
161,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.571515,2593,0.212168,0.212168,0.215483,0.213825,2,0.003338,2,0.006556,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
161,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.840000,3036,0.212168,0.212168,0.215483,0.213825,2,0.006402,2,0.007350,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
162,cube0,0.345455,570,0.000000,0.000000,0.001658,0.001658,3,0.000043,2,0.000034,1,0.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125000,0.125000,0.000000,0.000000,0.500000,0.003325,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
162,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.854545,3060,0.212168,0.212168,0.215483,0.213825,2,0.006965,2,0.003235,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
162,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.681212,2774,0.212168,0.212168,0.215483,0.213825,2,0.006163,2,0.003022,16.250000,16.125000,NA,NA,NA,NA,NA,NA,NA,NA,16.000000,0.096414,16.000000,0.113580,
