block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),
65,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.587273,2619,0.671515,0.009458,0.335758,0.004729,45.445847,0.483030,0.006803,31.589716,0.000000,0.270909,0.003816,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.123030,0.000000,
66,cube0,0.312727,516,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.274545,0.003867,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.115758,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
66,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512727,2496,0.671515,0.009458,0.404848,0.005702,37.690121,0.226667,0.003192,67.318184,0.000000,0.299394,0.004217,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.102424,0.000000,
66,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.020000,3333,0.671515,0.009458,0.602424,0.008485,25.328976,0.248485,0.003500,61.407322,0.000000,0.331515,0.004669,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.127879,0.000000,
67,cube0,0.343030,566,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.300606,0.004234,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.132121,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
67,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.695758,2798,0.671515,0.009458,0.320606,0.004516,47.593578,0.498182,0.007017,30.628956,0.000000,0.386667,0.005446,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.110303,0.000000,
67,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.573333,2596,0.671515,0.009458,0.463030,0.006522,32.954189,0.392727,0.005531,38.853397,0.000000,0.316364,0.004456,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.098182,0.000000,
68,cube0,0.315152,520,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.269697,0.003799,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.134545,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
68,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,0.671515,0.009458,0.415152,0.005847,36.754745,0.509697,0.007179,29.936983,0.000000,0.300606,0.004234,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.115152,0.000000,
68,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.885455,3111,0.671515,0.009458,0.493333,0.006948,30.929976,0.223030,0.003141,68.415764,0.000000,0.334545,0.004712,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.118182,0.000000,
69,cube0,0.351515,580,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.303636,0.004277,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.116970,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
69,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.736970,2866,0.671515,0.009458,0.312727,0.004405,48.792641,0.460000,0.006479,33.171280,0.000000,0.349697,0.004925,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.130909,0.000000,
69,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.689697,2788,0.671515,0.009458,0.469091,0.006607,32.528427,0.476970,0.006718,31.991110,0.000000,0.259394,0.003653,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.133333,0.000000,
70,cube0,0.329697,544,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.278788,0.003927,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.138788,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
70,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.373333,2266,0.671515,0.009458,0.281212,0.003961,54.260784,0.223636,0.003150,68.230362,0.000000,0.290909,0.004097,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.115758,0.000000,
70,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,0.671515,0.009458,0.434545,0.006120,35.114368,0.236970,0.003338,64.391304,0.000000,0.355152,0.005002,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.099394,0.000000,
71,cube0,0.376970,622,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.323030,0.004550,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.133939,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
71,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,0.671515,0.009458,0.268485,0.003781,56.832958,0.467879,0.006590,32.612698,0.000000,0.372121,0.005241,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.098788,0.000000,
71,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.651515,2725,0.671515,0.009458,0.424848,0.005984,35.915836,0.554545,0.007810,27.515848,0.000000,0.287273,0.004046,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.132121,0.000000,
72,cube0,0.306061,505,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.269697,0.003799,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.136364,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
72,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.460000,2409,0.671515,0.009458,0.315758,0.004447,48.324383,0.246667,0.003474,61.859951,0.000000,0.351515,0.004951,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.149697,0.000000,
72,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.366061,2254,0.671515,0.009458,0.281818,0.003969,54.144089,0.241818,0.003406,63.100258,0.000000,0.278788,0.003927,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.112727,0.000000,
73,cube0,0.308485,509,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.269091,0.003790,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.103636,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
73,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.564849,2582,0.671515,0.009458,0.280000,0.003944,54.495674,0.496970,0.007000,30.703661,0.000000,0.329697,0.004644,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.118182,0.000000,
73,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.421818,2346,0.671515,0.009458,0.178788,0.002518,85.345772,0.389697,0.005489,39.155525,0.000000,0.279394,0.003935,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.115152,0.000000,
74,cube0,0.320000,528,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.270303,0.003807,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.124242,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
74,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.552121,2561,0.671515,0.009458,0.430909,0.006069,35.410690,0.514545,0.007247,29.654892,0.000000,0.321818,0.004533,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.120000,0.000000,
74,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.998182,3297,0.671515,0.009458,0.618788,0.008715,24.659159,0.549091,0.007734,27.789185,0.000000,0.307879,0.004336,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.112727,0.000000,
75,cube0,0.360606,595,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.308485,0.004345,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.102424,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
75,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732727,2859,0.671515,0.009458,0.358182,0.005045,42.600681,0.452727,0.006376,33.704155,0.000000,0.289091,0.004072,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.123636,0.000000,
75,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.597576,2636,0.671515,0.009458,0.464242,0.006539,32.868149,0.232121,0.003269,65.736298,0.000000,0.309091,0.004353,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.139394,0.000000,
76,cube0,0.343636,567,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.303030,0.004268,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.131515,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
76,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.555151,2566,0.671515,0.009458,0.455152,0.006411,33.524635,0.229697,0.003235,66.430084,0.000000,0.284848,0.004012,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.126061,0.000000,
76,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.795758,2963,0.671515,0.009458,0.521818,0.007350,29.241583,0.476970,0.006718,31.991110,0.000000,0.310909,0.004379,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.144242,0.000000,
77,cube0,0.304242,502,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.261212,0.003679,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.112727,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
77,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715758,2831,0.671515,0.009458,0.472121,0.006650,32.319641,0.458788,0.006462,33.258919,0.000000,0.270303,0.003807,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.113939,0.000000,
77,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.569091,2589,0.671515,0.009458,0.447879,0.006308,34.069016,0.328485,0.004627,46.452030,0.000000,0.307879,0.004336,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.114545,0.000000,
78,cube0,0.363636,600,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.311515,0.004388,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.118182,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
78,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.648485,2720,0.671515,0.009458,0.536970,0.007563,28.416479,0.230909,0.003252,66.081367,0.000000,0.296364,0.004174,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.128485,0.000000,
78,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.417576,2339,0.671515,0.009458,0.330303,0.004652,46.196331,0.249697,0.003517,61.109226,0.000000,0.263030,0.003705,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.112121,0.000000,
79,cube0,0.348485,575,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.293939,0.004140,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.138788,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
79,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826667,3014,0.671515,0.009458,0.496364,0.006991,30.741150,0.438182,0.006172,34.822964,0.000000,0.303636,0.004277,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.107879,0.000000,
79,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.672121,2759,0.671515,0.009458,0.288485,0.004063,52.892860,0.439394,0.006189,34.726898,0.000000,0.261818,0.003688,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.114545,0.000000,
80,cube0,0.349091,576,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.306061,0.004311,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.112727,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
80,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.519394,2507,0.671515,0.009458,0.399394,0.005625,38.204857,0.224848,0.003167,67.862541,0.000000,0.292121,0.004114,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.108485,0.000000,
80,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513939,2498,0.671515,0.009458,0.409697,0.005770,37.244083,0.504242,0.007102,30.260820,0.000000,0.307879,0.004336,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.126667,0.000000,
81,cube0,0.289697,478,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.243636,0.003431,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.140606,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
81,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.627273,2685,0.671515,0.009458,0.359394,0.005062,42.457001,0.407879,0.005745,37.410107,0.000000,0.260000,0.003662,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.092121,0.000000,
81,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.614545,2664,0.671515,0.009458,0.296364,0.004174,51.486713,0.224848,0.003167,67.862541,0.000000,0.270909,0.003816,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.115152,0.000000,
82,cube0,0.344848,569,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.294545,0.004149,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.115152,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
82,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.468485,2423,0.671515,0.009458,0.373333,0.005258,40.871758,0.228485,0.003218,66.782494,0.000000,0.312121,0.004396,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.115152,0.000000,
82,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732121,2858,0.671515,0.009458,0.461818,0.006504,33.040684,0.225455,0.003175,67.680115,0.000000,0.337576,0.004755,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.112727,0.000000,
83,cube0,0.292727,483,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.240000,0.003380,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.145455,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
83,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.617576,2669,0.671515,0.009458,0.354545,0.004994,43.037613,0.421818,0.005941,36.173855,0.000000,0.296970,0.004183,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.121818,0.000000,
83,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.520606,2509,0.671515,0.009458,0.422424,0.005950,36.121952,0.396364,0.005583,38.496941,0.000000,0.298788,0.004208,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.130303,0.000000,
84,cube0,0.364848,602,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.310303,0.004370,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.115152,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
84,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.480000,2442,0.671515,0.009458,0.391515,0.005514,38.973686,0.223030,0.003141,68.415764,0.000000,0.298182,0.004200,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.122424,0.000000,
84,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.541212,2543,0.671515,0.009458,0.432727,0.006095,35.261906,0.241818,0.003406,63.100258,0.000000,0.300000,0.004225,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.137576,0.000000,
85,cube0,0.323636,534,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.264848,0.003730,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.120606,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.648485,2720,0.671515,0.009458,0.352727,0.004968,43.259453,0.427273,0.006018,35.712059,0.000000,0.366061,0.005156,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.093939,0.000000,
85,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.807273,2982,0.671515,0.009458,0.447879,0.006308,34.069016,0.546667,0.007700,27.912418,0.000000,0.273939,0.003858,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.123030,0.000000,
86,cube0,0.311515,514,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.273333,0.003850,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.115758,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
86,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481818,2445,0.671515,0.009458,0.374545,0.005275,40.739483,0.233333,0.003286,65.394814,0.000000,0.297576,0.004191,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.103030,0.000000,
86,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,0.671515,0.009458,0.559394,0.007879,27.277357,0.231515,0.003261,65.908379,0.000000,0.320606,0.004516,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.129697,0.000000,
87,cube0,0.341212,563,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.298788,0.004208,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.129697,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
87,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,0.671515,0.009458,0.224848,0.003167,67.862541,0.509091,0.007170,29.972622,0.000000,0.346667,0.004883,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.098788,0.000000,
87,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.619394,2672,0.671515,0.009458,0.370303,0.005216,41.206223,0.504242,0.007102,30.260820,0.000000,0.257576,0.003628,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.113939,0.000000,
88,cube0,0.315758,521,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.270303,0.003807,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.133333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
88,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.489091,2457,0.671515,0.009458,0.403636,0.005685,37.803307,0.232121,0.003269,65.736298,0.000000,0.293333,0.004131,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.126061,0.000000,
88,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.598182,2637,0.671515,0.009458,0.482424,0.006795,31.629398,0.236364,0.003329,64.556412,0.000000,0.297576,0.004191,0.032727,0.057576,0.000000,0.000000,0.000000,0.000000,0.112727,0.000000,
89,cube0,0.352121,581,0.000000,0.000000,0.003030,0.000043,0.002424,0.000034,0.001212,0.000017,393.390656,0.000606,0.000009,0.000000,0.000000,0.304848,0.004294,0.031515,0.040000,0.000000,0.000000,0.000000,0.000000,0.116970,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
