block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
126,vector0,NA,NA,NA,NA,NA,NA,1.563636,2580,0.002211,0.002185,0.000026,0.000000,0.000000,0.005053,0.000000,0.015459,
126,vector1,NA,NA,NA,NA,NA,NA,1.506667,2486,0.002211,0.002185,0.000026,0.000000,0.000000,0.004900,0.000000,0.015339,
127,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
127,vector0,NA,NA,NA,NA,NA,NA,1.732121,2858,0.002211,0.002185,0.000026,0.000000,0.000000,0.005386,0.000000,0.012778,
127,vector1,NA,NA,NA,NA,NA,NA,1.680606,2773,0.002211,0.002185,0.000026,0.000000,0.000000,0.003850,0.000000,0.013470,
128,cube0,0.316364,522,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
128,vector0,NA,NA,NA,NA,NA,NA,1.406667,2321,0.002211,0.002185,0.000026,0.000000,0.000000,0.004208,0.000000,0.015758,
128,vector1,NA,NA,NA,NA,NA,NA,1.510303,2492,0.002211,0.002185,0.000026,0.000000,0.000000,0.005796,0.000000,0.014085,
129,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
129,vector0,NA,NA,NA,NA,NA,NA,1.490909,2460,0.002211,0.002185,0.000026,0.000000,0.000000,0.003636,0.000000,0.015305,
129,vector1,NA,NA,NA,NA,NA,NA,1.618788,2671,0.002211,0.002185,0.000026,0.000000,0.000000,0.003986,0.000000,0.014682,
130,cube0,0.335758,554,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
130,vector0,NA,NA,NA,NA,NA,NA,1.391515,2296,0.002211,0.002185,0.000026,0.000000,0.000000,0.004200,0.000000,0.013811,
130,vector1,NA,NA,NA,NA,NA,NA,1.441818,2379,0.002211,0.002185,0.000026,0.000000,0.000000,0.005147,0.000000,0.013914,
131,cube0,0.374545,618,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
131,vector0,NA,NA,NA,NA,NA,NA,1.608485,2654,0.002211,0.002185,0.000026,0.000000,0.000000,0.003218,0.000000,0.011601,
131,vector1,NA,NA,NA,NA,NA,NA,1.667273,2751,0.002211,0.002185,0.000026,0.000000,0.000000,0.003747,0.000000,0.011515,
132,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
132,vector0,NA,NA,NA,NA,NA,NA,1.550303,2558,0.002211,0.002185,0.000026,0.000000,0.000000,0.006829,0.000000,0.015732,
132,vector1,NA,NA,NA,NA,NA,NA,1.481818,2445,0.002211,0.002185,0.000026,0.000000,0.000000,0.004925,0.000000,0.013180,
133,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
133,vector0,NA,NA,NA,NA,NA,NA,1.476364,2436,0.002211,0.002185,0.000026,0.000000,0.000000,0.003628,0.000000,0.014093,
133,vector1,NA,NA,NA,NA,NA,NA,1.558182,2571,0.002211,0.002185,0.000026,0.000000,0.000000,0.002561,0.000000,0.011541,
134,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
134,vector0,NA,NA,NA,NA,NA,NA,1.577576,2603,0.002211,0.002185,0.000026,0.000000,0.000000,0.006803,0.000000,0.015348,
134,vector1,NA,NA,NA,NA,NA,NA,1.495152,2467,0.002211,0.002185,0.000026,0.000000,0.000000,0.005250,0.000000,0.014913,
135,cube0,0.352727,582,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
135,vector0,NA,NA,NA,NA,NA,NA,1.758182,2901,0.002211,0.002185,0.000026,0.000000,0.000000,0.005540,0.000000,0.015083,
135,vector1,NA,NA,NA,NA,NA,NA,1.536364,2535,0.002211,0.002185,0.000026,0.000000,0.000000,0.003602,0.000000,0.014930,
136,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
136,vector0,NA,NA,NA,NA,NA,NA,1.895758,3128,0.002211,0.002185,0.000026,0.000000,0.000000,0.006376,0.000000,0.013837,
136,vector1,NA,NA,NA,NA,NA,NA,1.756364,2898,0.002211,0.002185,0.000026,0.000000,0.000000,0.005557,0.000000,0.013794,
137,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
137,vector0,NA,NA,NA,NA,NA,NA,1.613939,2663,0.002211,0.002185,0.000026,0.000000,0.000000,0.006103,0.000000,0.012693,
137,vector1,NA,NA,NA,NA,NA,NA,1.447879,2389,0.002211,0.002185,0.000026,0.000000,0.000000,0.005258,0.000000,0.011686,
138,cube0,0.362424,598,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
138,vector0,NA,NA,NA,NA,NA,NA,1.554545,2565,0.002211,0.002185,0.000026,0.000000,0.000000,0.006325,0.000000,0.015339,
138,vector1,NA,NA,NA,NA,NA,NA,1.536970,2536,0.002211,0.002185,0.000026,0.000000,0.000000,0.005924,0.000000,0.015015,
139,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
139,vector0,NA,NA,NA,NA,NA,NA,1.686667,2783,0.002211,0.002185,0.000026,0.000000,0.000000,0.004072,0.000000,0.013658,
139,vector1,NA,NA,NA,NA,NA,NA,1.692121,2792,0.002211,0.002185,0.000026,0.000000,0.000000,0.003790,0.000000,0.013316,
140,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
140,vector0,NA,NA,NA,NA,NA,NA,1.515152,2500,0.002211,0.002185,0.000026,0.000000,0.000000,0.006086,0.000000,0.015365,
140,vector1,NA,NA,NA,NA,NA,NA,1.512727,2496,0.002211,0.002185,0.000026,0.000000,0.000000,0.005830,0.000000,0.013769,
141,cube0,0.286667,473,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
141,vector0,NA,NA,NA,NA,NA,NA,1.611515,2659,0.002211,0.002185,0.000026,0.000000,0.000000,0.003722,0.000000,0.014383,
141,vector1,NA,NA,NA,NA,NA,NA,1.597576,2636,0.002211,0.002185,0.000026,0.000000,0.000000,0.003927,0.000000,0.012958,
142,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
142,vector0,NA,NA,NA,NA,NA,NA,1.494545,2466,0.002211,0.002185,0.000026,0.000000,0.000000,0.005420,0.000000,0.013880,
142,vector1,NA,NA,NA,NA,NA,NA,1.923030,3173,0.002211,0.002185,0.000026,0.000000,0.000000,0.007443,0.000000,0.013871,
143,cube0,0.290909,480,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
143,vector0,NA,NA,NA,NA,NA,NA,1.578182,2604,0.002211,0.002185,0.000026,0.000000,0.000000,0.003713,0.000000,0.014417,
143,vector1,NA,NA,NA,NA,NA,NA,1.441818,2379,0.002211,0.002185,0.000026,0.000000,0.000000,0.004780,0.000000,0.014545,
144,cube0,0.369697,610,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
144,vector0,NA,NA,NA,NA,NA,NA,1.561818,2577,0.002211,0.002185,0.000026,0.000000,0.000000,0.006300,0.000000,0.015971,
144,vector1,NA,NA,NA,NA,NA,NA,1.837576,3032,0.002211,0.002185,0.000026,0.000000,0.000000,0.006684,0.000000,0.014554,
145,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
145,vector0,NA,NA,NA,NA,NA,NA,1.603636,2646,0.002211,0.002185,0.000026,0.000000,0.000000,0.004550,0.000000,0.013496,
145,vector1,NA,NA,NA,NA,NA,NA,1.650909,2724,0.002211,0.002185,0.000026,0.000000,0.000000,0.005864,0.000000,0.012941,
146,cube0,0.347273,573,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
146,vector0,NA,NA,NA,NA,NA,NA,1.529091,2523,0.002211,0.002185,0.000026,0.000000,0.000000,0.006052,0.000000,0.016970,
146,vector1,NA,NA,NA,NA,NA,NA,1.392121,2297,0.002211,0.002185,0.000026,0.000000,0.000000,0.004063,0.000000,0.015382,
147,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
147,vector0,NA,NA,NA,NA,NA,NA,1.646061,2716,0.002211,0.002185,0.000026,0.000000,0.000000,0.003696,0.000000,0.014930,
147,vector1,NA,NA,NA,NA,NA,NA,1.513939,2498,0.002211,0.002185,0.000026,0.000000,0.000000,0.002851,0.000000,0.014434,
148,cube0,0.330909,546,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
148,vector0,NA,NA,NA,NA,NA,NA,1.850909,3054,0.002211,0.002185,0.000026,0.000000,0.000000,0.006223,0.000000,0.013769,
148,vector1,NA,NA,NA,NA,NA,NA,1.851515,3055,0.002211,0.002185,0.000026,0.000000,0.000000,0.006069,0.000000,0.015237,
149,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
149,vector0,NA,NA,NA,NA,NA,NA,1.424242,2350,0.002211,0.002185,0.000026,0.000000,0.000000,0.004942,0.000000,0.013692,
149,vector1,NA,NA,NA,NA,NA,NA,1.482424,2446,0.002211,0.002185,0.000026,0.000000,0.000000,0.005113,0.000000,0.015373,
150,cube0,0.329091,543,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
150,vector0,NA,NA,NA,NA,NA,NA,1.429091,2358,0.002211,0.002185,0.000026,0.000000,0.000000,0.004806,0.000000,0.014981,
150,vector1,NA,NA,NA,NA,NA,NA,1.507273,2487,0.002211,0.002185,0.000026,0.000000,0.000000,0.005600,0.000000,0.014904,
151,cube0,0.372727,615,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
151,vector0,NA,NA,NA,NA,NA,NA,1.497576,2471,0.002211,0.002185,0.000026,0.000000,0.000000,0.004106,0.000000,0.011976,
151,vector1,NA,NA,NA,NA,NA,NA,1.683030,2777,0.002211,0.002185,0.000026,0.000000,0.000000,0.004524,0.000000,0.012027,
152,cube0,0.304848,503,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
152,vector0,NA,NA,NA,NA,NA,NA,1.418182,2340,0.002211,0.002185,0.000026,0.000000,0.000000,0.004114,0.000000,0.014409,
152,vector1,NA,NA,NA,NA,NA,NA,1.715152,2830,0.002211,0.002185,0.000026,0.000000,0.000000,0.005079,0.000000,0.014580,
153,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
153,vector0,NA,NA,NA,NA,NA,NA,1.691515,2791,0.002211,0.002185,0.000026,0.000000,0.000000,0.003961,0.000000,0.012480,
153,vector1,NA,NA,NA,NA,NA,NA,1.378182,2274,0.002211,0.002185,0.000026,0.000000,0.000000,0.004106,0.000000,0.012403,
154,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
154,vector0,NA,NA,NA,NA,NA,NA,1.604242,2647,0.002211,0.002185,0.000026,0.000000,0.000000,0.006957,0.000000,0.014930,
154,vector1,NA,NA,NA,NA,NA,NA,1.512121,2495,0.002211,0.002185,0.000026,0.000000,0.000000,0.005975,0.000000,0.014460,
155,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
155,vector0,NA,NA,NA,NA,NA,NA,1.716970,2833,0.002211,0.002185,0.000026,0.000000,0.000000,0.004866,0.000000,0.014315,
155,vector1,NA,NA,NA,NA,NA,NA,1.506061,2485,0.002211,0.002185,0.000026,0.000000,0.000000,0.003227,0.000000,0.014537,
156,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
156,vector0,NA,NA,NA,NA,NA,NA,1.793333,2959,0.002211,0.002185,0.000026,0.000000,0.000000,0.006692,0.000000,0.015117,
156,vector1,NA,NA,NA,NA,NA,NA,1.482424,2446,0.002211,0.002185,0.000026,0.000000,0.000000,0.005224,0.000000,0.015416,
157,cube0,0.304242,502,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
157,vector0,NA,NA,NA,NA,NA,NA,1.787273,2949,0.002211,0.002185,0.000026,0.000000,0.000000,0.005864,0.000000,0.015152,
157,vector1,NA,NA,NA,NA,NA,NA,1.579394,2606,0.002211,0.002185,0.000026,0.000000,0.000000,0.003560,0.000000,0.014691,
158,cube0,0.361212,596,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
158,vector0,NA,NA,NA,NA,NA,NA,1.567879,2587,0.002211,0.002185,0.000026,0.000000,0.000000,0.006504,0.000000,0.013683,
158,vector1,NA,NA,NA,NA,NA,NA,1.446667,2387,0.002211,0.002185,0.000026,0.000000,0.000000,0.004422,0.000000,0.015015,
159,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
159,vector0,NA,NA,NA,NA,NA,NA,1.766667,2915,0.002211,0.002185,0.000026,0.000000,0.000000,0.005250,0.000000,0.012830,
159,vector1,NA,NA,NA,NA,NA,NA,1.692121,2792,0.002211,0.002185,0.000026,0.000000,0.000000,0.004473,0.000000,0.013530,
160,cube0,0.347879,574,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
160,vector0,NA,NA,NA,NA,NA,NA,1.392727,2298,0.002211,0.002185,0.000026,0.000000,0.000000,0.004046,0.000000,0.014059,
160,vector1,NA,NA,NA,NA,NA,NA,1.825455,3012,0.002211,0.002185,0.000026,0.000000,0.000000,0.006283,0.000000,0.013974,
161,cube0,0.290303,479,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
161,vector0,NA,NA,NA,NA,NA,NA,1.571515,2593,0.002211,0.002185,0.000026,0.000000,0.000000,0.003321,0.000000,0.011583,
161,vector1,NA,NA,NA,NA,NA,NA,1.840000,3036,0.002211,0.002185,0.000026,0.000000,0.000000,0.006385,0.000000,0.011677,
162,cube0,0.345455,570,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
162,vector0,NA,NA,NA,NA,NA,NA,1.854545,3060,0.002211,0.002185,0.000026,0.000000,0.000000,0.006948,0.000000,0.012983,
162,vector1,NA,NA,NA,NA,NA,NA,1.681212,2774,0.002211,0.002185,0.000026,0.000000,0.000000,0.006146,0.000000,0.015758,
163,cube0,0.293333,484,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
163,vector0,NA,NA,NA,NA,NA,NA,1.593939,2630,0.002211,0.002185,0.000026,0.000000,0.000000,0.003730,0.000000,0.011891,
163,vector1,NA,NA,NA,NA,NA,NA,1.570909,2592,0.002211,0.002185,0.000026,0.000000,0.000000,0.003201,0.000000,0.015459,
164,cube0,0.369091,609,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
164,vector0,NA,NA,NA,NA,NA,NA,1.531515,2527,0.002211,0.002185,0.000026,0.000000,0.000000,0.006052,0.000000,0.014750,
164,vector1,NA,NA,NA,NA,NA,NA,1.518182,2505,0.002211,0.002185,0.000026,0.000000,0.000000,0.005796,0.000000,0.015903,
165,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
165,vector0,NA,NA,NA,NA,NA,NA,1.688485,2786,0.002211,0.002185,0.000026,0.000000,0.000000,0.004644,0.000000,0.011993,
165,vector1,NA,NA,NA,NA,NA,NA,1.545455,2550,0.002211,0.002185,0.000026,0.000000,0.000000,0.004259,0.000000,0.014819,
166,cube0,0.313939,518,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
166,vector0,NA,NA,NA,NA,NA,NA,1.379394,2276,0.002211,0.002185,0.000026,0.000000,0.000000,0.004328,0.000000,0.015075,
166,vector1,NA,NA,NA,NA,NA,NA,1.504848,2483,0.002211,0.002185,0.000026,0.000000,0.000000,0.005873,0.000000,0.014853,
167,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
167,vector0,NA,NA,NA,NA,NA,NA,1.626061,2683,0.002211,0.002185,0.000026,0.000000,0.000000,0.002962,0.000000,0.013939,
167,vector1,NA,NA,NA,NA,NA,NA,1.660000,2739,0.002211,0.002185,0.000026,0.000000,0.000000,0.004917,0.000000,0.013470,
168,cube0,0.319394,527,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
168,vector0,NA,NA,NA,NA,NA,NA,1.849091,3051,0.002211,0.002185,0.000026,0.000000,0.000000,0.006726,0.000000,0.014119,
168,vector1,NA,NA,NA,NA,NA,NA,1.541818,2544,0.002211,0.002185,0.000026,0.000000,0.000000,0.006376,0.000000,0.015280,
169,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
169,vector0,NA,NA,NA,NA,NA,NA,1.623030,2678,0.002211,0.002185,0.000026,0.000000,0.000000,0.005497,0.000000,0.013606,
169,vector1,NA,NA,NA,NA,NA,NA,1.635758,2699,0.002211,0.002185,0.000026,0.000000,0.000000,0.004422,0.000000,0.014802,
170,cube0,0.335758,554,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
170,vector0,NA,NA,NA,NA,NA,NA,1.456970,2404,0.002211,0.002185,0.000026,0.000000,0.000000,0.005292,0.000000,0.014699,
170,vector1,NA,NA,NA,NA,NA,NA,1.563030,2579,0.002211,0.002185,0.000026,0.000000,0.000000,0.006291,0.000000,0.014699,
171,cube0,0.374545,618,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
171,vector0,NA,NA,NA,NA,NA,NA,1.580606,2608,0.002211,0.002185,0.000026,0.000000,0.000000,0.004277,0.000000,0.012335,
171,vector1,NA,NA,NA,NA,NA,NA,1.767879,2917,0.002211,0.002185,0.000026,0.000000,0.000000,0.005216,0.000000,0.013214,
172,cube0,0.307273,507,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
172,vector0,NA,NA,NA,NA,NA,NA,1.612727,2661,0.002211,0.002185,0.000026,0.000000,0.000000,0.007290,0.000000,0.013052,
172,vector1,NA,NA,NA,NA,NA,NA,1.565455,2583,0.002211,0.002185,0.000026,0.000000,0.000000,0.006223,0.000000,0.013137,
173,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
173,vector0,NA,NA,NA,NA,NA,NA,1.610909,2658,0.002211,0.002185,0.000026,0.000000,0.000000,0.004191,0.000000,0.012889,
173,vector1,NA,NA,NA,NA,NA,NA,1.620606,2674,0.002211,0.002185,0.000026,0.000000,0.000000,0.003628,0.000000,0.012471,
174,cube0,0.318182,525,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
174,vector0,NA,NA,NA,NA,NA,NA,1.582424,2611,0.002211,0.002185,0.000026,0.000000,0.000000,0.006163,0.000000,0.015732,
174,vector1,NA,NA,NA,NA,NA,NA,1.518788,2506,0.002211,0.002185,0.000026,0.000000,0.000000,0.005822,0.000000,0.014691,
175,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
175,vector0,NA,NA,NA,NA,NA,NA,1.745455,2880,0.002211,0.002185,0.000026,0.000000,0.000000,0.006248,0.000000,0.014981,
175,vector1,NA,NA,NA,NA,NA,NA,1.578788,2605,0.002211,0.002185,0.000026,0.000000,0.000000,0.004789,0.000000,0.014213,
176,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
176,vector0,NA,NA,NA,NA,NA,NA,1.995758,3293,0.002211,0.002185,0.000026,0.000000,0.000000,0.008084,0.000000,0.013726,
176,vector1,NA,NA,NA,NA,NA,NA,1.903030,3140,0.002211,0.002185,0.000026,0.000000,0.000000,0.007529,0.000000,0.014708,
177,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
177,vector0,NA,NA,NA,NA,NA,NA,1.547879,2554,0.002211,0.002185,0.000026,0.000000,0.000000,0.005984,0.000000,0.013769,
177,vector1,NA,NA,NA,NA,NA,NA,1.568485,2588,0.002211,0.002185,0.000026,0.000000,0.000000,0.006743,0.000000,0.014895,
178,cube0,0.360606,595,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178,vector0,NA,NA,NA,NA,NA,NA,1.518788,2506,0.002211,0.002185,0.000026,0.000000,0.000000,0.006018,0.000000,0.014878,
178,vector1,NA,NA,NA,NA,NA,NA,1.453333,2398,0.002211,0.002185,0.000026,0.000000,0.000000,0.005284,0.000000,0.013769,
179,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
179,vector0,NA,NA,NA,NA,NA,NA,1.709091,2820,0.002211,0.002185,0.000026,0.000000,0.000000,0.004917,0.000000,0.012727,
179,vector1,NA,NA,NA,NA,NA,NA,1.570909,2592,0.002211,0.002185,0.000026,0.000000,0.000000,0.004012,0.000000,0.012608,
180,cube0,0.345455,570,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
180,vector0,NA,NA,NA,NA,NA,NA,1.539394,2540,0.002211,0.002185,0.000026,0.000000,0.000000,0.005711,0.000000,0.015314,
180,vector1,NA,NA,NA,NA,NA,NA,1.521212,2510,0.002211,0.002185,0.000026,0.000000,0.000000,0.005898,0.000000,0.014913,
181,cube0,0.293939,485,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
181,vector0,NA,NA,NA,NA,NA,NA,1.673333,2761,0.002211,0.002185,0.000026,0.000000,0.000000,0.005122,0.000000,0.014119,
181,vector1,NA,NA,NA,NA,NA,NA,1.735152,2863,0.002211,0.002185,0.000026,0.000000,0.000000,0.005915,0.000000,0.015032,
182,cube0,0.346667,572,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
182,vector0,NA,NA,NA,NA,NA,NA,2.026061,3343,0.002211,0.002185,0.000026,0.000000,0.000000,0.007264,0.000000,0.015245,
182,vector1,NA,NA,NA,NA,NA,NA,1.364242,2251,0.002211,0.002185,0.000026,0.000000,0.000000,0.003944,0.000000,0.013837,
183,cube0,0.292121,482,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
183,vector0,NA,NA,NA,NA,NA,NA,1.373939,2267,0.002211,0.002185,0.000026,0.000000,0.000000,0.003722,0.000000,0.013777,
183,vector1,NA,NA,NA,NA,NA,NA,1.381212,2279,0.002211,0.002185,0.000026,0.000000,0.000000,0.002510,0.000000,0.011882,
184,cube0,0.369091,609,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
184,vector0,NA,NA,NA,NA,NA,NA,1.504848,2483,0.002211,0.002185,0.000026,0.000000,0.000000,0.005455,0.000000,0.013248,
184,vector1,NA,NA,NA,NA,NA,NA,1.568485,2588,0.002211,0.002185,0.000026,0.000000,0.000000,0.006479,0.000000,0.015373,
185,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
185,vector0,NA,NA,NA,NA,NA,NA,1.806667,2981,0.002211,0.002185,0.000026,0.000000,0.000000,0.004738,0.000000,0.012147,
185,vector1,NA,NA,NA,NA,NA,NA,1.643636,2712,0.002211,0.002185,0.000026,0.000000,0.000000,0.005053,0.000000,0.013683,
186,cube0,0.313333,517,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
186,vector0,NA,NA,NA,NA,NA,NA,1.445455,2385,0.002211,0.002185,0.000026,0.000000,0.000000,0.004985,0.000000,0.014802,
186,vector1,NA,NA,NA,NA,NA,NA,1.518182,2505,0.002211,0.002185,0.000026,0.000000,0.000000,0.005924,0.000000,0.014750,
187,cube0,0.338788,559,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
187,vector0,NA,NA,NA,NA,NA,NA,1.603030,2645,0.002211,0.002185,0.000026,0.000000,0.000000,0.003167,0.000000,0.013999,
187,vector1,NA,NA,NA,NA,NA,NA,1.624242,2680,0.002211,0.002185,0.000026,0.000000,0.000000,0.004379,0.000000,0.013350,
188,cube0,0.316970,523,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
188,vector0,NA,NA,NA,NA,NA,NA,1.486061,2452,0.002211,0.002185,0.000026,0.000000,0.000000,0.005617,0.000000,0.015041,
188,vector1,NA,NA,NA,NA,NA,NA,1.393939,2300,0.002211,0.002185,0.000026,0.000000,0.000000,0.004302,0.000000,0.014400,
189,cube0,0.354545,585,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
189,vector0,NA,NA,NA,NA,NA,NA,1.612727,2661,0.002211,0.002185,0.000026,0.000000,0.000000,0.003338,0.000000,0.015408,
189,vector1,NA,NA,NA,NA,NA,NA,1.438182,2373,0.002211,0.002185,0.000026,0.000000,0.000000,0.002450,0.000000,0.013077,
190,cube0,0.330909,546,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
190,vector0,NA,NA,NA,NA,NA,NA,1.523030,2513,0.002211,0.002185,0.000026,0.000000,0.000000,0.006308,0.000000,0.014716,
190,vector1,NA,NA,NA,NA,NA,NA,1.487273,2454,0.002211,0.002185,0.000026,0.000000,0.000000,0.005301,0.000000,0.015083,
191,cube0,0.370303,611,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
191,vector0,NA,NA,NA,NA,NA,NA,1.655151,2731,0.002211,0.002185,0.000026,0.000000,0.000000,0.003560,0.000000,0.011524,
