block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
61,cube0,0.293333,484,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
61,vector0,NA,NA,NA,NA,NA,NA,1.632121,2693,0.002211,0.002185,0.000026,0.000000,0.000000,0.005002,0.000000,0.012241,
61,vector1,NA,NA,NA,NA,NA,NA,1.732121,2858,0.002211,0.002185,0.000026,0.000000,0.000000,0.005207,0.000000,0.012625,
62,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
62,vector0,NA,NA,NA,NA,NA,NA,1.416970,2338,0.002211,0.002185,0.000026,0.000000,0.000000,0.004191,0.000000,0.015655,
62,vector1,NA,NA,NA,NA,NA,NA,1.447879,2389,0.002211,0.002185,0.000026,0.000000,0.000000,0.005079,0.000000,0.014571,
63,cube0,0.294545,486,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
63,vector0,NA,NA,NA,NA,NA,NA,1.426667,2354,0.002211,0.002185,0.000026,0.000000,0.000000,0.002834,0.000000,0.013103,
63,vector1,NA,NA,NA,NA,NA,NA,1.502424,2479,0.002211,0.002185,0.000026,0.000000,0.000000,0.002714,0.000000,0.012266,
64,cube0,0.363636,600,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
64,vector0,NA,NA,NA,NA,NA,NA,1.561818,2577,0.002211,0.002185,0.000026,0.000000,0.000000,0.006265,0.000000,0.014563,
64,vector1,NA,NA,NA,NA,NA,NA,1.518182,2505,0.002211,0.002185,0.000026,0.000000,0.000000,0.006035,0.000000,0.013419,
65,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65,vector0,NA,NA,NA,NA,NA,NA,1.741818,2874,0.002211,0.002185,0.000026,0.000000,0.000000,0.005822,0.000000,0.013854,
65,vector1,NA,NA,NA,NA,NA,NA,1.587273,2619,0.002211,0.002185,0.000026,0.000000,0.000000,0.004712,0.000000,0.012070,
66,cube0,0.312727,516,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
66,vector0,NA,NA,NA,NA,NA,NA,1.512727,2496,0.002211,0.002185,0.000026,0.000000,0.000000,0.005685,0.000000,0.014930,
66,vector1,NA,NA,NA,NA,NA,NA,2.020000,3333,0.002211,0.002185,0.000026,0.000000,0.000000,0.008468,0.000000,0.015664,
67,cube0,0.343030,566,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
67,vector0,NA,NA,NA,NA,NA,NA,1.695758,2798,0.002211,0.002185,0.000026,0.000000,0.000000,0.004499,0.000000,0.012599,
67,vector1,NA,NA,NA,NA,NA,NA,1.573333,2596,0.002211,0.002185,0.000026,0.000000,0.000000,0.006504,0.000000,0.013828,
68,cube0,0.315152,520,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
68,vector0,NA,NA,NA,NA,NA,NA,1.518182,2505,0.002211,0.002185,0.000026,0.000000,0.000000,0.005830,0.000000,0.016150,
68,vector1,NA,NA,NA,NA,NA,NA,1.885455,3111,0.002211,0.002185,0.000026,0.000000,0.000000,0.006931,0.000000,0.015647,
69,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
69,vector0,NA,NA,NA,NA,NA,NA,1.736970,2866,0.002211,0.002185,0.000026,0.000000,0.000000,0.004388,0.000000,0.014819,
69,vector1,NA,NA,NA,NA,NA,NA,1.689697,2788,0.002211,0.002185,0.000026,0.000000,0.000000,0.006590,0.000000,0.014289,
70,cube0,0.329697,544,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
70,vector0,NA,NA,NA,NA,NA,NA,1.373333,2266,0.002211,0.002185,0.000026,0.000000,0.000000,0.003944,0.000000,0.014349,
70,vector1,NA,NA,NA,NA,NA,NA,1.536364,2535,0.002211,0.002185,0.000026,0.000000,0.000000,0.006103,0.000000,0.014622,
71,cube0,0.376970,622,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
71,vector0,NA,NA,NA,NA,NA,NA,1.632121,2693,0.002211,0.002185,0.000026,0.000000,0.000000,0.003764,0.000000,0.012744,
71,vector1,NA,NA,NA,NA,NA,NA,1.651515,2725,0.002211,0.002185,0.000026,0.000000,0.000000,0.005967,0.000000,0.011618,
72,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
72,vector0,NA,NA,NA,NA,NA,NA,1.460000,2409,0.002211,0.002185,0.000026,0.000000,0.000000,0.004430,0.000000,0.014904,
72,vector1,NA,NA,NA,NA,NA,NA,1.366061,2254,0.002211,0.002185,0.000026,0.000000,0.000000,0.003952,0.000000,0.014930,
73,cube0,0.308485,509,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
73,vector0,NA,NA,NA,NA,NA,NA,1.564849,2582,0.002211,0.002185,0.000026,0.000000,0.000000,0.003927,0.000000,0.015245,
73,vector1,NA,NA,NA,NA,NA,NA,1.421818,2346,0.002211,0.002185,0.000026,0.000000,0.000000,0.002501,0.000000,0.014503,
74,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
74,vector0,NA,NA,NA,NA,NA,NA,1.552121,2561,0.002211,0.002185,0.000026,0.000000,0.000000,0.006052,0.000000,0.016577,
74,vector1,NA,NA,NA,NA,NA,NA,1.998182,3297,0.002211,0.002185,0.000026,0.000000,0.000000,0.008698,0.000000,0.016201,
75,cube0,0.360606,595,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
75,vector0,NA,NA,NA,NA,NA,NA,1.732727,2859,0.002211,0.002185,0.000026,0.000000,0.000000,0.005028,0.000000,0.014503,
75,vector1,NA,NA,NA,NA,NA,NA,1.597576,2636,0.002211,0.002185,0.000026,0.000000,0.000000,0.006522,0.000000,0.013146,
76,cube0,0.343636,567,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
76,vector0,NA,NA,NA,NA,NA,NA,1.555151,2566,0.002211,0.002185,0.000026,0.000000,0.000000,0.006394,0.000000,0.013854,
76,vector1,NA,NA,NA,NA,NA,NA,1.795758,2963,0.002211,0.002185,0.000026,0.000000,0.000000,0.007332,0.000000,0.015211,
77,cube0,0.304242,502,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
77,vector0,NA,NA,NA,NA,NA,NA,1.715758,2831,0.002211,0.002185,0.000026,0.000000,0.000000,0.006633,0.000000,0.014733,
77,vector1,NA,NA,NA,NA,NA,NA,1.569091,2589,0.002211,0.002185,0.000026,0.000000,0.000000,0.006291,0.000000,0.014750,
78,cube0,0.363636,600,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
78,vector0,NA,NA,NA,NA,NA,NA,1.648485,2720,0.002211,0.002185,0.000026,0.000000,0.000000,0.007546,0.000000,0.014998,
78,vector1,NA,NA,NA,NA,NA,NA,1.417576,2339,0.002211,0.002185,0.000026,0.000000,0.000000,0.004635,0.000000,0.015297,
79,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
79,vector0,NA,NA,NA,NA,NA,NA,1.826667,3014,0.002211,0.002185,0.000026,0.000000,0.000000,0.006974,0.000000,0.013948,
79,vector1,NA,NA,NA,NA,NA,NA,1.672121,2759,0.002211,0.002185,0.000026,0.000000,0.000000,0.004046,0.000000,0.012625,
80,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
80,vector0,NA,NA,NA,NA,NA,NA,1.519394,2507,0.002211,0.002185,0.000026,0.000000,0.000000,0.005608,0.000000,0.012941,
80,vector1,NA,NA,NA,NA,NA,NA,1.513939,2498,0.002211,0.002185,0.000026,0.000000,0.000000,0.005753,0.000000,0.015715,
81,cube0,0.289697,478,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
81,vector0,NA,NA,NA,NA,NA,NA,1.627273,2685,0.002211,0.002185,0.000026,0.000000,0.000000,0.005045,0.000000,0.011985,
81,vector1,NA,NA,NA,NA,NA,NA,1.614545,2664,0.002211,0.002185,0.000026,0.000000,0.000000,0.004157,0.000000,0.013709,
82,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
82,vector0,NA,NA,NA,NA,NA,NA,1.468485,2423,0.002211,0.002185,0.000026,0.000000,0.000000,0.005241,0.000000,0.015041,
82,vector1,NA,NA,NA,NA,NA,NA,1.732121,2858,0.002211,0.002185,0.000026,0.000000,0.000000,0.006487,0.000000,0.014588,
83,cube0,0.292727,483,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
83,vector0,NA,NA,NA,NA,NA,NA,1.617576,2669,0.002211,0.002185,0.000026,0.000000,0.000000,0.004977,0.000000,0.014042,
83,vector1,NA,NA,NA,NA,NA,NA,1.520606,2509,0.002211,0.002185,0.000026,0.000000,0.000000,0.005933,0.000000,0.013880,
84,cube0,0.364848,602,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
84,vector0,NA,NA,NA,NA,NA,NA,1.480000,2442,0.002211,0.002185,0.000026,0.000000,0.000000,0.005497,0.000000,0.013017,
84,vector1,NA,NA,NA,NA,NA,NA,1.541212,2543,0.002211,0.002185,0.000026,0.000000,0.000000,0.006078,0.000000,0.015015,
85,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85,vector0,NA,NA,NA,NA,NA,NA,1.648485,2720,0.002211,0.002185,0.000026,0.000000,0.000000,0.004951,0.000000,0.011626,
85,vector1,NA,NA,NA,NA,NA,NA,1.807273,2982,0.002211,0.002185,0.000026,0.000000,0.000000,0.006291,0.000000,0.014016,
86,cube0,0.311515,514,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
86,vector0,NA,NA,NA,NA,NA,NA,1.481818,2445,0.002211,0.002185,0.000026,0.000000,0.000000,0.005258,0.000000,0.014998,
86,vector1,NA,NA,NA,NA,NA,NA,1.666667,2750,0.002211,0.002185,0.000026,0.000000,0.000000,0.007862,0.000000,0.014127,
87,cube0,0.341212,563,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
87,vector0,NA,NA,NA,NA,NA,NA,1.447879,2389,0.002211,0.002185,0.000026,0.000000,0.000000,0.003150,0.000000,0.012650,
87,vector1,NA,NA,NA,NA,NA,NA,1.619394,2672,0.002211,0.002185,0.000026,0.000000,0.000000,0.005198,0.000000,0.012966,
88,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
88,vector0,NA,NA,NA,NA,NA,NA,1.489091,2457,0.002211,0.002185,0.000026,0.000000,0.000000,0.005668,0.000000,0.014861,
88,vector1,NA,NA,NA,NA,NA,NA,1.598182,2637,0.002211,0.002185,0.000026,0.000000,0.000000,0.006778,0.000000,0.015288,
89,cube0,0.352121,581,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
89,vector0,NA,NA,NA,NA,NA,NA,1.601212,2642,0.002211,0.002185,0.000026,0.000000,0.000000,0.004089,0.000000,0.012881,
89,vector1,NA,NA,NA,NA,NA,NA,1.771515,2923,0.002211,0.002185,0.000026,0.000000,0.000000,0.005420,0.000000,0.012693,
90,cube0,0.327879,541,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
90,vector0,NA,NA,NA,NA,NA,NA,1.760606,2905,0.002211,0.002185,0.000026,0.000000,0.000000,0.006231,0.000000,0.013427,
90,vector1,NA,NA,NA,NA,NA,NA,1.902424,3139,0.002211,0.002185,0.000026,0.000000,0.000000,0.006709,0.000000,0.013956,
91,cube0,0.383030,632,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
91,vector0,NA,NA,NA,NA,NA,NA,1.529091,2523,0.002211,0.002185,0.000026,0.000000,0.000000,0.006180,0.000000,0.012966,
91,vector1,NA,NA,NA,NA,NA,NA,1.550303,2558,0.002211,0.002185,0.000026,0.000000,0.000000,0.006061,0.000000,0.012352,
92,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
92,vector0,NA,NA,NA,NA,NA,NA,1.579394,2606,0.002211,0.002185,0.000026,0.000000,0.000000,0.006743,0.000000,0.014895,
92,vector1,NA,NA,NA,NA,NA,NA,1.558182,2571,0.002211,0.002185,0.000026,0.000000,0.000000,0.005933,0.000000,0.014836,
93,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
93,vector0,NA,NA,NA,NA,NA,NA,1.511515,2494,0.002211,0.002185,0.000026,0.000000,0.000000,0.003167,0.000000,0.013828,
93,vector1,NA,NA,NA,NA,NA,NA,1.505455,2484,0.002211,0.002185,0.000026,0.000000,0.000000,0.002740,0.000000,0.013248,
94,cube0,0.317576,524,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
94,vector0,NA,NA,NA,NA,NA,NA,1.427273,2355,0.002211,0.002185,0.000026,0.000000,0.000000,0.004123,0.000000,0.016142,
94,vector1,NA,NA,NA,NA,NA,NA,1.825455,3012,0.002211,0.002185,0.000026,0.000000,0.000000,0.006103,0.000000,0.019257,
95,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
95,vector0,NA,NA,NA,NA,NA,NA,1.590909,2625,0.002211,0.002185,0.000026,0.000000,0.000000,0.003227,0.000000,0.014469,
95,vector1,NA,NA,NA,NA,NA,NA,1.553939,2564,0.002211,0.002185,0.000026,0.000000,0.000000,0.003585,0.000000,0.017448,
96,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
96,vector0,NA,NA,NA,NA,NA,NA,1.461818,2412,0.002211,0.002185,0.000026,0.000000,0.000000,0.005019,0.000000,0.014921,
96,vector1,NA,NA,NA,NA,NA,NA,1.432121,2363,0.002211,0.002185,0.000026,0.000000,0.000000,0.004541,0.000000,0.013922,
97,cube0,0.312727,516,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
97,vector0,NA,NA,NA,NA,NA,NA,1.524242,2515,0.002211,0.002185,0.000026,0.000000,0.000000,0.004038,0.000000,0.012283,
97,vector1,NA,NA,NA,NA,NA,NA,1.586667,2618,0.002211,0.002185,0.000026,0.000000,0.000000,0.002996,0.000000,0.012002,
98,cube0,0.358182,591,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
98,vector0,NA,NA,NA,NA,NA,NA,1.375152,2269,0.002211,0.002185,0.000026,0.000000,0.000000,0.004157,0.000000,0.016918,
98,vector1,NA,NA,NA,NA,NA,NA,1.502424,2479,0.002211,0.002185,0.000026,0.000000,0.000000,0.005455,0.000000,0.015672,
99,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
99,vector0,NA,NA,NA,NA,NA,NA,1.581212,2609,0.002211,0.002185,0.000026,0.000000,0.000000,0.003030,0.000000,0.015092,
99,vector1,NA,NA,NA,NA,NA,NA,1.663030,2744,0.002211,0.002185,0.000026,0.000000,0.000000,0.005395,0.000000,0.014460,
100,cube0,0.347273,573,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
100,vector0,NA,NA,NA,NA,NA,NA,1.447879,2389,0.002211,0.002185,0.000026,0.000000,0.000000,0.005062,0.000000,0.014930,
100,vector1,NA,NA,NA,NA,NA,NA,1.482424,2446,0.002211,0.002185,0.000026,0.000000,0.000000,0.005403,0.000000,0.015672,
101,cube0,0.289091,477,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
101,vector0,NA,NA,NA,NA,NA,NA,1.541212,2543,0.002211,0.002185,0.000026,0.000000,0.000000,0.003201,0.000000,0.013641,
101,vector1,NA,NA,NA,NA,NA,NA,1.575152,2599,0.002211,0.002185,0.000026,0.000000,0.000000,0.004703,0.000000,0.013171,
102,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
102,vector0,NA,NA,NA,NA,NA,NA,1.378182,2274,0.002211,0.002185,0.000026,0.000000,0.000000,0.003901,0.000000,0.015177,
102,vector1,NA,NA,NA,NA,NA,NA,1.474545,2433,0.002211,0.002185,0.000026,0.000000,0.000000,0.005198,0.000000,0.015015,
103,cube0,0.292121,482,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
103,vector0,NA,NA,NA,NA,NA,NA,1.649091,2721,0.002211,0.002185,0.000026,0.000000,0.000000,0.003363,0.000000,0.013444,
103,vector1,NA,NA,NA,NA,NA,NA,1.719394,2837,0.002211,0.002185,0.000026,0.000000,0.000000,0.005753,0.000000,0.012838,
104,cube0,0.369091,609,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
104,vector0,NA,NA,NA,NA,NA,NA,1.537576,2537,0.002211,0.002185,0.000026,0.000000,0.000000,0.005975,0.000000,0.015638,
104,vector1,NA,NA,NA,NA,NA,NA,1.548485,2555,0.002211,0.002185,0.000026,0.000000,0.000000,0.006086,0.000000,0.013760,
105,cube0,0.324242,535,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
105,vector0,NA,NA,NA,NA,NA,NA,1.904848,3143,0.002211,0.002185,0.000026,0.000000,0.000000,0.005301,0.000000,0.013760,
105,vector1,NA,NA,NA,NA,NA,NA,1.751515,2890,0.002211,0.002185,0.000026,0.000000,0.000000,0.005216,0.000000,0.012036,
106,cube0,0.313939,518,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
106,vector0,NA,NA,NA,NA,NA,NA,1.599394,2639,0.002211,0.002185,0.000026,0.000000,0.000000,0.006615,0.000000,0.013496,
106,vector1,NA,NA,NA,NA,NA,NA,1.643030,2711,0.002211,0.002185,0.000026,0.000000,0.000000,0.007819,0.000000,0.014025,
107,cube0,0.338788,559,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
107,vector0,NA,NA,NA,NA,NA,NA,1.756364,2898,0.002211,0.002185,0.000026,0.000000,0.000000,0.005164,0.000000,0.011532,
107,vector1,NA,NA,NA,NA,NA,NA,1.725455,2847,0.002211,0.002185,0.000026,0.000000,0.000000,0.005548,0.000000,0.012650,
108,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
108,vector0,NA,NA,NA,NA,NA,NA,1.518788,2506,0.002211,0.002185,0.000026,0.000000,0.000000,0.005540,0.000000,0.014349,
108,vector1,NA,NA,NA,NA,NA,NA,1.405455,2319,0.002211,0.002185,0.000026,0.000000,0.000000,0.004200,0.000000,0.015775,
109,cube0,0.353333,583,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109,vector0,NA,NA,NA,NA,NA,NA,1.746667,2882,0.002211,0.002185,0.000026,0.000000,0.000000,0.005361,0.000000,0.012138,
109,vector1,NA,NA,NA,NA,NA,NA,1.702424,2809,0.002211,0.002185,0.000026,0.000000,0.000000,0.005079,0.000000,0.013231,
110,cube0,0.326667,539,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
110,vector0,NA,NA,NA,NA,NA,NA,1.515152,2500,0.002211,0.002185,0.000026,0.000000,0.000000,0.006044,0.000000,0.015015,
110,vector1,NA,NA,NA,NA,NA,NA,1.552727,2562,0.002211,0.002185,0.000026,0.000000,0.000000,0.006684,0.000000,0.013692,
111,cube0,0.375758,620,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
111,vector0,NA,NA,NA,NA,NA,NA,1.653333,2728,0.002211,0.002185,0.000026,0.000000,0.000000,0.003474,0.000000,0.013863,
111,vector1,NA,NA,NA,NA,NA,NA,1.623030,2678,0.002211,0.002185,0.000026,0.000000,0.000000,0.004183,0.000000,0.011908,
112,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112,vector0,NA,NA,NA,NA,NA,NA,1.566061,2584,0.002211,0.002185,0.000026,0.000000,0.000000,0.006983,0.000000,0.015356,
112,vector1,NA,NA,NA,NA,NA,NA,1.524848,2516,0.002211,0.002185,0.000026,0.000000,0.000000,0.005736,0.000000,0.015271,
113,cube0,0.311515,514,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
113,vector0,NA,NA,NA,NA,NA,NA,1.818788,3001,0.002211,0.002185,0.000026,0.000000,0.000000,0.006419,0.000000,0.015869,
113,vector1,NA,NA,NA,NA,NA,NA,1.691515,2791,0.002211,0.002185,0.000026,0.000000,0.000000,0.005967,0.000000,0.014460,
114,cube0,0.321818,531,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
114,vector0,NA,NA,NA,NA,NA,NA,1.870303,3086,0.002211,0.002185,0.000026,0.000000,0.000000,0.007879,0.000000,0.014989,
114,vector1,NA,NA,NA,NA,NA,NA,1.379394,2276,0.002211,0.002185,0.000026,0.000000,0.000000,0.004131,0.000000,0.014742,
115,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
115,vector0,NA,NA,NA,NA,NA,NA,1.495152,2467,0.002211,0.002185,0.000026,0.000000,0.000000,0.005847,0.000000,0.014332,
115,vector1,NA,NA,NA,NA,NA,NA,1.568485,2588,0.002211,0.002185,0.000026,0.000000,0.000000,0.002646,0.000000,0.013956,
116,cube0,0.336970,556,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
116,vector0,NA,NA,NA,NA,NA,NA,1.381212,2279,0.002211,0.002185,0.000026,0.000000,0.000000,0.003995,0.000000,0.014904,
116,vector1,NA,NA,NA,NA,NA,NA,1.847273,3048,0.002211,0.002185,0.000026,0.000000,0.000000,0.006641,0.000000,0.013572,
117,cube0,0.302424,499,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
117,vector0,NA,NA,NA,NA,NA,NA,1.493939,2465,0.002211,0.002185,0.000026,0.000000,0.000000,0.003389,0.000000,0.012847,
117,vector1,NA,NA,NA,NA,NA,NA,1.658182,2736,0.002211,0.002185,0.000026,0.000000,0.000000,0.006163,0.000000,0.012087,
118,cube0,0.360000,594,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
118,vector0,NA,NA,NA,NA,NA,NA,1.532121,2528,0.002211,0.002185,0.000026,0.000000,0.000000,0.006342,0.000000,0.014554,
118,vector1,NA,NA,NA,NA,NA,NA,1.535151,2533,0.002211,0.002185,0.000026,0.000000,0.000000,0.006026,0.000000,0.015391,
119,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
119,vector0,NA,NA,NA,NA,NA,NA,1.561212,2576,0.002211,0.002185,0.000026,0.000000,0.000000,0.003636,0.000000,0.012685,
119,vector1,NA,NA,NA,NA,NA,NA,1.672121,2759,0.002211,0.002185,0.000026,0.000000,0.000000,0.004072,0.000000,0.013871,
120,cube0,0.347273,573,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
120,vector0,NA,NA,NA,NA,NA,NA,1.547273,2553,0.002211,0.002185,0.000026,0.000000,0.000000,0.006300,0.000000,0.013325,
120,vector1,NA,NA,NA,NA,NA,NA,1.538788,2539,0.002211,0.002185,0.000026,0.000000,0.000000,0.005958,0.000000,0.015083,
121,cube0,0.287879,475,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
121,vector0,NA,NA,NA,NA,NA,NA,1.693333,2794,0.002211,0.002185,0.000026,0.000000,0.000000,0.003713,0.000000,0.011532,
121,vector1,NA,NA,NA,NA,NA,NA,1.573939,2597,0.002211,0.002185,0.000026,0.000000,0.000000,0.003585,0.000000,0.011660,
122,cube0,0.346061,571,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
122,vector0,NA,NA,NA,NA,NA,NA,1.546061,2551,0.002211,0.002185,0.000026,0.000000,0.000000,0.006385,0.000000,0.015211,
122,vector1,NA,NA,NA,NA,NA,NA,1.856364,3063,0.002211,0.002185,0.000026,0.000000,0.000000,0.007930,0.000000,0.014272,
123,cube0,0.303636,501,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
123,vector0,NA,NA,NA,NA,NA,NA,1.624242,2680,0.002211,0.002185,0.000026,0.000000,0.000000,0.005258,0.000000,0.015169,
123,vector1,NA,NA,NA,NA,NA,NA,1.537576,2537,0.002211,0.002185,0.000026,0.000000,0.000000,0.006035,0.000000,0.012898,
124,cube0,0.370303,611,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
124,vector0,NA,NA,NA,NA,NA,NA,1.824849,3011,0.002211,0.002185,0.000026,0.000000,0.000000,0.004874,0.000000,0.015194,
124,vector1,NA,NA,NA,NA,NA,NA,1.792727,2958,0.002211,0.002185,0.000026,0.000000,0.000000,0.006009,0.000000,0.014255,
125,cube0,0.330909,546,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
125,vector0,NA,NA,NA,NA,NA,NA,1.440606,2377,0.002211,0.002185,0.000026,0.000000,0.000000,0.004456,0.000000,0.014127,
125,vector1,NA,NA,NA,NA,NA,NA,1.526667,2519,0.002211,0.002185,0.000026,0.000000,0.000000,0.005830,0.000000,0.014417,
126,cube0,0.315152,520,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
