block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
26,cube0,0.313939,518,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.553333,2563,1,64,1,64,1,64,1.538462,1.538462,1.538462,
26,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499394,2474,1,64,1,64,1,64,1.538462,1.538462,1.538462,
27,cube0,0.340000,561,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
27,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.557576,2570,65,0,65,0,65,0,100.000000,100.000000,100.000000,
27,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,65,0,65,0,65,0,100.000000,100.000000,100.000000,
28,cube0,0.315758,521,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.503030,2480,12,53,1,64,1,64,18.461538,1.538462,7.179487,
28,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.480000,2442,1,64,1,64,1,64,1.538462,1.538462,1.538462,
29,cube0,0.352727,582,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
29,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.564849,2582,54,11,65,0,65,0,83.076920,100.000000,94.358971,
