block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
177,cube0,0.306061,505,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
177,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.547879,2554,65,0,66,0,64,0,100.000000,100.000000,100.000000,
177,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.568485,2588,1,64,64,0,66,0,1.538462,100.000000,67.179489,
178,cube0,0.360606,595,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518788,2506,1,64,1,64,1,64,1.538462,1.538462,1.538462,
178,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.453333,2398,1,64,1,59,1,69,1.538462,1.538462,1.538462,
179,cube0,0.349091,576,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
179,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.709091,2820,65,0,70,0,60,0,100.000000,100.000000,100.000000,
179,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.570909,2592,65,0,65,0,65,0,100.000000,100.000000,100.000000,
180,cube0,0.345455,570,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
180,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539394,2540,65,0,1,64,1,64,100.000000,1.538462,34.358974,
180,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.521212,2510,65,0,1,64,1,64,100.000000,1.538462,34.358974,
181,cube0,0.293939,485,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
181,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.673333,2761,1,64,65,0,65,0,1.538462,100.000000,67.179489,
181,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.735152,2863,1,64,65,0,65,0,1.538462,100.000000,67.179489,
182,cube0,0.346667,572,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
182,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026061,3343,1,64,1,64,1,64,1.538462,1.538462,1.538462,
182,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.364242,2251,1,64,1,64,1,64,1.538462,1.538462,1.538462,
183,cube0,0.292121,482,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
183,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.373939,2267,65,0,65,0,65,0,100.000000,100.000000,100.000000,
183,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.381212,2279,65,0,65,0,65,0,100.000000,100.000000,100.000000,
184,cube0,0.369091,609,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
184,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.504848,2483,56,9,19,43,23,45,86.153847,32.307693,50.256409,
184,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.568485,2588,1,64,46,22,44,18,1.538462,69.230766,46.666668,
185,cube0,0.323636,534,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
185,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.806667,2981,10,55,45,20,45,20,15.384615,69.230766,51.282051,
185,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.643636,2712,65,0,20,45,22,43,100.000000,32.307693,54.871796,
186,cube0,0.313333,517,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
186,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.445455,2385,1,64,1,64,1,64,1.538462,1.538462,1.538462,
186,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,65,0,1,64,1,64,100.000000,1.538462,34.358974,
187,cube0,0.338788,559,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
187,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.603030,2645,65,0,65,0,65,0,100.000000,100.000000,100.000000,
187,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.624242,2680,1,64,67,0,63,0,1.538462,100.000000,67.179489,
188,cube0,0.316970,523,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
188,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.486061,2452,1,64,1,62,1,66,1.538462,1.538462,1.538462,
188,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.393939,2300,1,64,1,64,1,64,1.538462,1.538462,1.538462,
189,cube0,0.354545,585,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
189,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612727,2661,65,0,63,0,67,0,100.000000,100.000000,100.000000,
189,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.438182,2373,65,0,67,0,63,0,100.000000,100.000000,100.000000,
190,cube0,0.330909,546,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
190,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.523030,2513,1,64,1,64,1,64,1.538462,1.538462,1.538462,
190,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.487273,2454,1,64,1,64,1,64,1.538462,1.538462,1.538462,
191,cube0,0.370303,611,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
191,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.655151,2731,65,0,62,0,68,0,100.000000,100.000000,100.000000,
191,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.681212,2774,65,0,68,0,62,0,100.000000,100.000000,100.000000,
192,cube0,0.303636,501,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
192,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.627273,2685,65,0,12,51,18,49,100.000000,23.076923,48.717949,
192,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.467273,2421,65,0,45,22,39,24,100.000000,64.615387,76.410255,
193,cube0,0.308485,509,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
193,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.736364,2865,1,64,51,14,51,14,1.538462,78.461540,52.820515,
193,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.553333,2563,1,64,24,41,24,41,1.538462,36.923077,25.128204,
194,cube0,0.320606,529,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
194,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.425454,2352,1,64,18,46,18,48,1.538462,27.692308,18.974360,
194,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,1,64,50,16,46,18,1.538462,73.846153,49.743591,
195,cube0,0.350303,578,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
195,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.667879,2752,65,0,48,17,48,17,100.000000,73.846153,82.564102,
195,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.601212,2642,65,0,18,47,18,47,100.000000,27.692308,51.794872,
196,cube0,0.340000,561,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
196,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.641818,2709,65,0,1,64,1,64,100.000000,1.538462,34.358974,
196,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.746061,2881,1,64,1,64,1,64,1.538462,1.538462,1.538462,
197,cube0,0.304848,503,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
197,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.824242,3010,1,64,64,0,66,0,1.538462,100.000000,67.179489,
197,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.852121,3056,65,0,66,0,64,0,100.000000,100.000000,100.000000,
198,cube0,0.361818,597,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
198,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.463636,2415,1,64,1,64,1,64,1.538462,1.538462,1.538462,
198,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.478182,2439,1,64,1,64,1,64,1.538462,1.538462,1.538462,
199,cube0,0.349091,576,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
199,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.649091,2721,65,0,64,0,66,0,100.000000,100.000000,100.000000,
199,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.655758,2732,65,0,65,0,65,0,100.000000,100.000000,100.000000,
200,cube0,0.350303,578,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
200,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.493939,2465,1,64,2,63,4,61,1.538462,4.615385,3.589744,
200,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,1,64,1,65,1,63,1.538462,1.538462,1.538462,
201,cube0,0.290909,480,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
201,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.641212,2708,65,0,65,0,61,4,100.000000,96.923080,97.948715,
201,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.717576,2834,65,0,65,0,65,0,100.000000,100.000000,100.000000,
202,cube0,0.353333,583,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
202,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.541212,2543,1,64,1,64,1,64,1.538462,1.538462,1.538462,
202,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,1,64,1,64,1,64,1.538462,1.538462,1.538462,
203,cube0,0.293939,485,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
203,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.523030,2513,65,0,65,0,65,0,100.000000,100.000000,100.000000,
203,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.488485,2456,65,0,65,0,65,0,100.000000,100.000000,100.000000,
204,cube0,0.367879,607,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
204,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.602424,2644,3,62,1,64,1,64,4.615385,1.538462,2.564103,
204,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513333,2497,1,64,1,64,1,64,1.538462,1.538462,1.538462,
205,cube0,0.325455,537,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
205,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.678788,2770,63,2,65,0,65,0,96.923080,100.000000,98.974358,
205,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.607273,2652,65,0,65,0,65,0,100.000000,100.000000,100.000000,
206,cube0,0.310303,512,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
206,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.522424,2512,1,64,1,64,1,64,1.538462,1.538462,1.538462,
206,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.523636,2514,65,0,1,64,1,64,100.000000,1.538462,34.358974,
207,cube0,0.339394,560,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
207,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.621818,2676,65,0,65,0,65,0,100.000000,100.000000,100.000000,
207,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.575758,2600,1,64,65,0,65,0,1.538462,100.000000,67.179489,
208,cube0,0.313333,517,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
208,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.524848,2516,1,64,28,35,28,39,1.538462,43.076923,29.230770,
208,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.687879,2785,1,64,2,65,4,59,1.538462,4.615385,3.589744,
209,cube0,0.350909,579,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
209,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.805454,2979,65,0,37,28,39,26,100.000000,58.461540,72.307693,
209,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.781212,2939,65,0,63,2,63,2,100.000000,96.923080,97.948715,
210,cube0,0.329091,543,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
210,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.516970,2503,64,1,1,64,1,64,98.461540,1.538462,33.846153,
210,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.520606,2509,65,0,1,64,1,64,100.000000,1.538462,34.358974,
211,cube0,0.372121,614,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
211,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.641212,2708,2,63,65,0,65,0,3.076923,100.000000,67.692307,
211,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.780606,2938,1,64,65,0,65,0,1.538462,100.000000,67.179489,
212,cube0,0.306667,506,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
212,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499394,2474,1,64,1,64,1,64,1.538462,1.538462,1.538462,
212,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.700606,2806,60,5,1,64,1,64,92.307693,1.538462,31.794872,
213,cube0,0.310909,513,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
213,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.626667,2684,65,0,65,0,65,0,100.000000,100.000000,100.000000,
213,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.737576,2867,6,59,65,0,65,0,9.230769,100.000000,69.743591,
214,cube0,0.320000,528,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
214,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.961818,3237,1,64,57,8,57,8,1.538462,87.692307,58.974358,
214,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.538182,2538,1,64,1,64,1,64,1.538462,1.538462,1.538462,
215,cube0,0.348485,575,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
215,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.476970,2437,65,0,10,55,8,57,100.000000,13.846154,42.564102,
215,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632727,2694,65,0,65,0,65,0,100.000000,100.000000,100.000000,
216,cube0,0.338182,558,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.912727,3156,47,18,1,64,1,64,72.307693,1.538462,25.128204,
216,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.909091,3150,1,64,1,63,1,65,1.538462,1.538462,1.538462,
217,cube0,0.306061,505,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
217,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.423030,2348,19,46,66,0,64,0,29.230770,100.000000,76.410255,
217,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,65,0,65,0,65,0,100.000000,100.000000,100.000000,
218,cube0,0.359394,593,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
218,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.596970,2635,1,64,1,64,1,64,1.538462,1.538462,1.538462,
218,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.463636,2415,1,64,1,64,1,64,1.538462,1.538462,1.538462,
219,cube0,0.350303,578,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
219,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.684848,2780,65,0,65,0,65,0,100.000000,100.000000,100.000000,
219,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.596364,2634,65,0,65,0,65,0,100.000000,100.000000,100.000000,
220,cube0,0.351515,580,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
220,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.376970,2272,1,64,1,64,1,64,1.538462,1.538462,1.538462,
220,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.549697,2557,65,0,2,64,0,64,100.000000,1.538462,34.358974,
221,cube0,0.289697,478,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
221,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.594545,2631,65,0,65,0,65,0,100.000000,100.000000,100.000000,
221,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.755152,2896,1,64,65,0,65,0,1.538462,100.000000,67.179489,
222,cube0,0.343030,566,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
222,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.532727,2529,1,64,1,64,1,64,1.538462,1.538462,1.538462,
222,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.401818,2313,1,64,1,64,1,64,1.538462,1.538462,1.538462,
223,cube0,0.291515,481,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
223,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.638182,2703,65,0,65,0,65,0,100.000000,100.000000,100.000000,
223,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456364,2403,65,0,65,0,65,0,100.000000,100.000000,100.000000,
224,cube0,0.367879,607,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
224,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.464849,2417,61,4,1,64,1,64,93.846153,1.538462,32.307693,
224,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.580606,2608,1,64,1,64,1,64,1.538462,1.538462,1.538462,
225,cube0,0.321818,531,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
225,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.665455,2748,5,60,65,0,65,0,7.692307,100.000000,69.230766,
225,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.664242,2746,65,0,65,0,65,0,100.000000,100.000000,100.000000,
226,cube0,0.312727,516,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
226,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.551515,2560,1,64,65,0,65,0,1.538462,100.000000,67.179489,
226,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539394,2540,65,0,1,64,1,64,100.000000,1.538462,34.358974,
227,cube0,0.340000,561,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
227,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.635152,2698,65,0,1,64,1,64,100.000000,1.538462,34.358974,
227,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.597576,2636,1,64,65,0,65,0,1.538462,100.000000,67.179489,
228,cube0,0.316364,522,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
228,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.469091,2424,1,64,1,64,1,64,1.538462,1.538462,1.538462,
228,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.404848,2318,1,64,1,64,1,64,1.538462,1.538462,1.538462,
229,cube0,0.350909,579,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
229,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.741212,2873,65,0,64,0,66,0,100.000000,100.000000,100.000000,
229,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,65,0,66,0,64,0,100.000000,100.000000,100.000000,
230,cube0,0.329697,544,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
230,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.560000,2574,1,64,22,41,26,41,1.538462,36.923077,25.128204,
230,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.521212,2510,1,64,43,24,39,24,1.538462,63.076923,42.564102,
231,cube0,0.373333,616,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
231,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.627879,2686,65,0,42,23,42,23,100.000000,64.615387,76.410255,
231,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.598788,2638,65,0,25,40,25,40,100.000000,38.461540,58.974358,
232,cube0,0.302424,499,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
232,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.532727,2529,1,64,1,64,1,64,1.538462,1.538462,1.538462,
232,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.761818,2907,1,64,1,65,1,63,1.538462,1.538462,1.538462,
233,cube0,0.309091,510,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
233,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.606061,2650,65,0,64,0,66,0,100.000000,100.000000,100.000000,
233,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.688485,2786,65,0,65,0,65,0,100.000000,100.000000,100.000000,
234,cube0,0.319394,527,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
234,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.527879,2521,1,64,4,61,6,59,1.538462,7.692307,5.641026,
234,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.547273,2553,1,64,1,64,1,64,1.538462,1.538462,1.538462,
235,cube0,0.350303,578,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
235,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.636364,2700,65,0,60,5,62,3,100.000000,93.846153,95.897438,
235,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.564849,2582,65,0,65,0,65,0,100.000000,100.000000,100.000000,
236,cube0,0.340606,562,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
236,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.667879,2752,1,64,1,64,1,64,1.538462,1.538462,1.538462,
236,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.535151,2533,1,64,1,61,1,67,1.538462,1.538462,1.538462,
237,cube0,0.309091,510,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
237,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.660000,2739,65,0,68,0,62,0,100.000000,100.000000,100.000000,
237,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.607879,2653,65,0,65,0,65,0,100.000000,100.000000,100.000000,
