block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
361,vector0,NA,NA,1.720606,2839,2.970346,2.333844,0.000000,0.000000,
361,vector1,NA,NA,1.700606,2806,2.970346,2.333844,0.000000,0.000000,
362,cube0,0.344848,569,NA,NA,NA,NA,NA,NA,
362,vector0,NA,NA,1.461212,2411,2.970346,2.333844,0.000000,0.000000,
362,vector1,NA,NA,1.503030,2480,2.970346,2.333844,0.000000,0.000000,
363,cube0,0.293333,484,NA,NA,NA,NA,NA,NA,
363,vector0,NA,NA,1.656364,2733,2.970346,2.333844,0.000000,0.000000,
363,vector1,NA,NA,1.735152,2863,2.970346,2.333844,0.000000,0.000000,
364,cube0,0.366667,605,NA,NA,NA,NA,NA,NA,
364,vector0,NA,NA,1.508485,2489,2.970346,2.333844,0.000000,0.000000,
364,vector1,NA,NA,1.834545,3027,2.970346,2.333844,0.000000,0.000000,
365,cube0,0.320000,528,NA,NA,NA,NA,NA,NA,
365,vector0,NA,NA,1.632121,2693,2.970346,2.333844,0.000000,0.000000,
365,vector1,NA,NA,1.549091,2556,2.970346,2.333844,0.000000,0.000000,
366,cube0,0.312727,516,NA,NA,NA,NA,NA,NA,
366,vector0,NA,NA,1.417576,2339,2.970346,2.333844,0.000000,0.000000,
366,vector1,NA,NA,1.398788,2308,2.970346,2.333844,0.000000,0.000000,
367,cube0,0.342424,565,NA,NA,NA,NA,NA,NA,
367,vector0,NA,NA,1.524242,2515,2.970346,2.333844,0.000000,0.000000,
367,vector1,NA,NA,1.558788,2572,2.970346,2.333844,0.000000,0.000000,
368,cube0,0.315152,520,NA,NA,NA,NA,NA,NA,
368,vector0,NA,NA,1.454545,2400,2.970346,2.333844,0.000000,0.000000,
368,vector1,NA,NA,1.548485,2555,2.970346,2.333844,0.000000,0.000000,
369,cube0,0.349697,577,NA,NA,NA,NA,NA,NA,
369,vector0,NA,NA,1.515758,2501,2.970346,2.333844,0.000000,0.000000,
369,vector1,NA,NA,1.665455,2748,2.970346,2.333844,0.000000,0.000000,
370,cube0,0.329091,543,NA,NA,NA,NA,NA,NA,
370,vector0,NA,NA,1.522424,2512,2.970346,2.333844,0.000000,0.000000,
370,vector1,NA,NA,1.912121,3155,2.970346,2.333844,0.000000,0.000000,
371,cube0,0.373333,616,NA,NA,NA,NA,NA,NA,
371,vector0,NA,NA,1.592121,2627,2.970346,2.333844,0.000000,0.000000,
371,vector1,NA,NA,1.507273,2487,2.970346,2.333844,0.000000,0.000000,
372,cube0,0.307273,507,NA,NA,NA,NA,NA,NA,
372,vector0,NA,NA,2.032121,3353,2.970346,2.333844,0.000000,0.000000,
372,vector1,NA,NA,1.369091,2259,2.970346,2.333844,0.000000,0.000000,
373,cube0,0.310303,512,NA,NA,NA,NA,NA,NA,
373,vector0,NA,NA,1.526061,2518,2.970346,2.333844,0.000000,0.000000,
373,vector1,NA,NA,1.569697,2590,2.970346,2.333844,0.000000,0.000000,
374,cube0,0.320606,529,NA,NA,NA,NA,NA,NA,
374,vector0,NA,NA,1.512121,2495,2.970346,2.333844,0.000000,0.000000,
374,vector1,NA,NA,1.535758,2534,2.970346,2.333844,0.000000,0.000000,
375,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
375,vector0,NA,NA,1.601818,2643,2.970346,2.333844,0.000000,0.000000,
375,vector1,NA,NA,1.761818,2907,2.970346,2.333844,0.000000,0.000000,
376,cube0,0.345455,570,NA,NA,NA,NA,NA,NA,
376,vector0,NA,NA,1.755152,2896,2.970346,2.333844,0.000000,0.000000,
376,vector1,NA,NA,1.465455,2418,2.970346,2.333844,0.000000,0.000000,
377,cube0,0.305455,504,NA,NA,NA,NA,NA,NA,
377,vector0,NA,NA,1.744242,2878,2.970346,2.333844,0.000000,0.000000,
377,vector1,NA,NA,1.594545,2631,2.970346,2.333844,0.000000,0.000000,
378,cube0,0.361212,596,NA,NA,NA,NA,NA,NA,
378,vector0,NA,NA,1.532121,2528,2.970346,2.333844,0.000000,0.000000,
378,vector1,NA,NA,1.452727,2397,2.970346,2.333844,0.000000,0.000000,
379,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
379,vector0,NA,NA,1.660000,2739,2.970346,2.333844,0.000000,0.000000,
379,vector1,NA,NA,1.481818,2445,2.970346,2.333844,0.000000,0.000000,
380,cube0,0.348485,575,NA,NA,NA,NA,NA,NA,
380,vector0,NA,NA,1.557576,2570,2.970346,2.333844,0.000000,0.000000,
380,vector1,NA,NA,1.538788,2539,2.970346,2.333844,0.000000,0.000000,
381,cube0,0.289697,478,NA,NA,NA,NA,NA,NA,
381,vector0,NA,NA,1.727879,2851,2.970346,2.333844,0.000000,0.000000,
381,vector1,NA,NA,1.634545,2697,2.970346,2.333844,0.000000,0.000000,
382,cube0,0.344848,569,NA,NA,NA,NA,NA,NA,
382,vector0,NA,NA,1.666667,2750,2.970346,2.333844,0.000000,0.000000,
382,vector1,NA,NA,1.590303,2624,2.970346,2.333844,0.000000,0.000000,
383,cube0,0.292121,482,NA,NA,NA,NA,NA,NA,
383,vector0,NA,NA,1.725455,2847,2.970346,2.333844,0.000000,0.000000,
383,vector1,NA,NA,1.827273,3015,2.970346,2.333844,0.000000,0.000000,
384,cube0,0.367273,606,NA,NA,NA,NA,NA,NA,
384,vector0,NA,NA,1.890303,3119,2.970346,2.333844,0.000000,0.000000,
384,vector1,NA,NA,1.838182,3033,2.970346,2.333844,0.000000,0.000000,
385,cube0,0.321212,530,NA,NA,NA,NA,NA,NA,
385,vector0,NA,NA,1.498182,2472,2.970346,2.333844,0.000000,0.000000,
385,vector1,NA,NA,1.423636,2349,2.970346,2.333844,0.000000,0.000000,
386,cube0,0.312727,516,NA,NA,NA,NA,NA,NA,
386,vector0,NA,NA,1.649091,2721,2.970346,2.333844,0.000000,0.000000,
386,vector1,NA,NA,1.607879,2653,2.970346,2.333844,0.000000,0.000000,
387,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
387,vector0,NA,NA,1.603030,2645,2.970346,2.333844,0.000000,0.000000,
387,vector1,NA,NA,1.561818,2577,2.970346,2.333844,0.000000,0.000000,
388,cube0,0.316364,522,NA,NA,NA,NA,NA,NA,
388,vector0,NA,NA,1.533333,2530,2.970346,2.333844,0.000000,0.000000,
388,vector1,NA,NA,1.401818,2313,2.970346,2.333844,0.000000,0.000000,
389,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
389,vector0,NA,NA,1.578788,2605,2.970346,2.333844,0.000000,0.000000,
389,vector1,NA,NA,1.530909,2526,2.970346,2.333844,0.000000,0.000000,
390,cube0,0.329091,543,NA,NA,NA,NA,NA,NA,
390,vector0,NA,NA,1.413333,2332,2.970346,2.333844,0.000000,0.000000,
390,vector1,NA,NA,1.830303,3020,2.970346,2.333844,0.000000,0.000000,
391,cube0,0.375152,619,NA,NA,NA,NA,NA,NA,
391,vector0,NA,NA,1.466667,2420,2.970346,2.333844,0.000000,0.000000,
391,vector1,NA,NA,1.501818,2478,2.970346,2.333844,0.000000,0.000000,
392,cube0,0.303636,501,NA,NA,NA,NA,NA,NA,
392,vector0,NA,NA,1.513333,2497,2.970346,2.333844,0.000000,0.000000,
392,vector1,NA,NA,1.776364,2931,2.970346,2.333844,0.000000,0.000000,
393,cube0,0.306667,506,NA,NA,NA,NA,NA,NA,
393,vector0,NA,NA,1.610303,2657,2.970346,2.333844,0.000000,0.000000,
393,vector1,NA,NA,1.810909,2988,2.970346,2.333844,0.000000,0.000000,
394,cube0,0.319394,527,NA,NA,NA,NA,NA,NA,
394,vector0,NA,NA,1.510909,2493,2.970346,2.333844,0.000000,0.000000,
394,vector1,NA,NA,1.463636,2415,2.970346,2.333844,0.000000,0.000000,
395,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
395,vector0,NA,NA,1.530303,2525,2.970346,2.333844,0.000000,0.000000,
395,vector1,NA,NA,1.591515,2626,2.970346,2.333844,0.000000,0.000000,
396,cube0,0.342424,565,NA,NA,NA,NA,NA,NA,
396,vector0,NA,NA,1.550303,2558,2.970346,2.333844,0.000000,0.000000,
396,vector1,NA,NA,1.651515,2725,2.970346,2.333844,0.000000,0.000000,
397,cube0,0.306667,506,NA,NA,NA,NA,NA,NA,
397,vector0,NA,NA,1.630909,2691,2.970346,2.333844,0.000000,0.000000,
397,vector1,NA,NA,1.742424,2875,2.970346,2.333844,0.000000,0.000000,
398,cube0,0.364242,601,NA,NA,NA,NA,NA,NA,
398,vector0,NA,NA,1.524848,2516,2.970346,2.333844,0.000000,0.000000,
398,vector1,NA,NA,1.399394,2309,2.970346,2.333844,0.000000,0.000000,
399,cube0,0.352121,581,NA,NA,NA,NA,NA,NA,
399,vector0,NA,NA,1.563636,2580,2.970346,2.333844,0.000000,0.000000,
399,vector1,NA,NA,1.473333,2431,2.970346,2.333844,0.000000,0.000000,
400,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
400,vector0,NA,NA,1.460606,2410,2.970346,2.333844,0.000000,0.000000,
400,vector1,NA,NA,1.534545,2532,2.970346,2.333844,0.000000,0.000000,
401,cube0,0.286061,472,NA,NA,NA,NA,NA,NA,
401,vector0,NA,NA,1.624242,2680,2.970346,2.333844,0.000000,0.000000,
401,vector1,NA,NA,1.682424,2776,2.970346,2.333844,0.000000,0.000000,
402,cube0,0.346667,572,NA,NA,NA,NA,NA,NA,
402,vector0,NA,NA,1.481818,2445,2.970346,2.333844,0.000000,0.000000,
402,vector1,NA,NA,1.844242,3043,2.970346,2.333844,0.000000,0.000000,
403,cube0,0.293939,485,NA,NA,NA,NA,NA,NA,
403,vector0,NA,NA,1.524242,2515,2.970346,2.333844,0.000000,0.000000,
403,vector1,NA,NA,1.527273,2520,2.970346,2.333844,0.000000,0.000000,
404,cube0,0.364848,602,NA,NA,NA,NA,NA,NA,
404,vector0,NA,NA,1.483636,2448,2.970346,2.333844,0.000000,0.000000,
404,vector1,NA,NA,1.760000,2904,2.970346,2.333844,0.000000,0.000000,
405,cube0,0.320000,528,NA,NA,NA,NA,NA,NA,
405,vector0,NA,NA,1.612121,2660,2.970346,2.333844,0.000000,0.000000,
405,vector1,NA,NA,1.483030,2447,2.970346,2.333844,0.000000,0.000000,
406,cube0,0.310303,512,NA,NA,NA,NA,NA,NA,
406,vector0,NA,NA,1.530909,2526,2.970346,2.333844,0.000000,0.000000,
406,vector1,NA,NA,1.509697,2491,2.970346,2.333844,0.000000,0.000000,
407,cube0,0.339394,560,NA,NA,NA,NA,NA,NA,
407,vector0,NA,NA,1.765455,2913,2.970346,2.333844,0.000000,0.000000,
407,vector1,NA,NA,1.580000,2607,2.970346,2.333844,0.000000,0.000000,
408,cube0,0.318182,525,NA,NA,NA,NA,NA,NA,
408,vector0,NA,NA,1.691515,2791,2.970346,2.333844,0.000000,0.000000,
408,vector1,NA,NA,1.521818,2511,2.970346,2.333844,0.000000,0.000000,
409,cube0,0.349697,577,NA,NA,NA,NA,NA,NA,
409,vector0,NA,NA,1.592727,2628,2.970346,2.333844,0.000000,0.000000,
409,vector1,NA,NA,1.566667,2585,2.970346,2.333844,0.000000,0.000000,
410,cube0,0.327879,541,NA,NA,NA,NA,NA,NA,
410,vector0,NA,NA,1.381818,2280,2.970346,2.333844,0.000000,0.000000,
410,vector1,NA,NA,1.822424,3007,2.970346,2.333844,0.000000,0.000000,
411,cube0,0.370909,612,NA,NA,NA,NA,NA,NA,
411,vector0,NA,NA,1.578182,2604,2.970346,2.333844,0.000000,0.000000,
411,vector1,NA,NA,1.493333,2464,2.970346,2.333844,0.000000,0.000000,
412,cube0,0.304242,502,NA,NA,NA,NA,NA,NA,
412,vector0,NA,NA,1.399394,2309,2.970346,2.333844,0.000000,0.000000,
412,vector1,NA,NA,1.523636,2514,2.970346,2.333844,0.000000,0.000000,
413,cube0,0.308485,509,NA,NA,NA,NA,NA,NA,
413,vector0,NA,NA,1.602424,2644,2.970346,2.333844,0.000000,0.000000,
413,vector1,NA,NA,1.590909,2625,2.970346,2.333844,0.000000,0.000000,
414,cube0,0.320606,529,NA,NA,NA,NA,NA,NA,
414,vector0,NA,NA,1.504848,2483,2.970346,2.333844,0.000000,0.000000,
414,vector1,NA,NA,1.583636,2613,2.970346,2.333844,0.000000,0.000000,
415,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
415,vector0,NA,NA,1.480606,2443,2.970346,2.333844,0.000000,0.000000,
415,vector1,NA,NA,1.682424,2776,2.970346,2.333844,0.000000,0.000000,
416,cube0,0.338788,559,NA,NA,NA,NA,NA,NA,
416,vector0,NA,NA,1.526061,2518,2.970346,2.333844,0.000000,0.000000,
416,vector1,NA,NA,1.743636,2877,2.970346,2.333844,0.000000,0.000000,
417,cube0,0.305455,504,NA,NA,NA,NA,NA,NA,
417,vector0,NA,NA,1.466061,2419,2.970346,2.333844,0.000000,0.000000,
417,vector1,NA,NA,1.688485,2786,2.970346,2.333844,0.000000,0.000000,
418,cube0,0.358788,592,NA,NA,NA,NA,NA,NA,
418,vector0,NA,NA,1.404242,2317,2.970346,2.333844,0.000000,0.000000,
418,vector1,NA,NA,1.494545,2466,2.970346,2.333844,0.000000,0.000000,
419,cube0,0.363636,600,NA,NA,NA,NA,NA,NA,
419,vector0,NA,NA,1.558788,2572,2.970346,2.333844,0.000000,0.000000,
419,vector1,NA,NA,1.592121,2627,2.970346,2.333844,0.000000,0.000000,
420,cube0,0.349697,577,NA,NA,NA,NA,NA,NA,
420,vector0,NA,NA,1.384848,2285,2.970346,2.333844,0.000000,0.000000,
420,vector1,NA,NA,1.542424,2545,2.970346,2.333844,0.000000,0.000000,
421,cube0,0.290909,480,NA,NA,NA,NA,NA,NA,
421,vector0,NA,NA,1.580000,2607,2.970346,2.333844,0.000000,0.000000,
421,vector1,NA,NA,1.650303,2723,2.970346,2.333844,0.000000,0.000000,
422,cube0,0.345455,570,NA,NA,NA,NA,NA,NA,
422,vector0,NA,NA,1.575152,2599,2.970346,2.333844,0.000000,0.000000,
422,vector1,NA,NA,1.933939,3191,2.970346,2.333844,0.000000,0.000000,
423,cube0,0.291515,481,NA,NA,NA,NA,NA,NA,
423,vector0,NA,NA,1.803030,2975,2.970346,2.333844,0.000000,0.000000,
423,vector1,NA,NA,1.615152,2665,2.970346,2.333844,0.000000,0.000000,
424,cube0,0.367273,606,NA,NA,NA,NA,NA,NA,
424,vector0,NA,NA,1.664848,2747,2.970346,2.333844,0.000000,0.000000,
424,vector1,NA,NA,1.706667,2816,2.970346,2.333844,0.000000,0.000000,
425,cube0,0.321212,530,NA,NA,NA,NA,NA,NA,
425,vector0,NA,NA,1.683030,2777,2.970346,2.333844,0.000000,0.000000,
425,vector1,NA,NA,1.384242,2284,2.970346,2.333844,0.000000,0.000000,
426,cube0,0.311515,514,NA,NA,NA,NA,NA,NA,
426,vector0,NA,NA,1.522424,2512,2.970346,2.333844,0.000000,0.000000,
426,vector1,NA,NA,1.476970,2437,2.970346,2.333844,0.000000,0.000000,
427,cube0,0.339394,560,NA,NA,NA,NA,NA,NA,
427,vector0,NA,NA,1.678182,2769,2.970346,2.333844,0.000000,0.000000,
427,vector1,NA,NA,1.635758,2699,2.970346,2.333844,0.000000,0.000000,
428,cube0,0.315758,521,NA,NA,NA,NA,NA,NA,
428,vector0,NA,NA,1.487273,2454,2.970346,2.333844,0.000000,0.000000,
428,vector1,NA,NA,1.549091,2556,2.970346,2.333844,0.000000,0.000000,
429,cube0,0.353333,583,NA,NA,NA,NA,NA,NA,
429,vector0,NA,NA,1.701818,2808,2.970346,2.333844,0.000000,0.000000,
429,vector1,NA,NA,1.662424,2743,2.970346,2.333844,0.000000,0.000000,
430,cube0,0.331515,547,NA,NA,NA,NA,NA,NA,
430,vector0,NA,NA,1.537576,2537,2.970346,2.333844,0.000000,0.000000,
430,vector1,NA,NA,1.906667,3146,2.970346,2.333844,0.000000,0.000000,
431,cube0,0.372727,615,NA,NA,NA,NA,NA,NA,
431,vector0,NA,NA,1.526061,2518,2.970346,2.333844,0.000000,0.000000,
431,vector1,NA,NA,1.518788,2506,2.970346,2.333844,0.000000,0.000000,
432,cube0,0.307879,508,NA,NA,NA,NA,NA,NA,
432,vector0,NA,NA,1.493333,2464,2.970346,2.333844,0.000000,0.000000,
432,vector1,NA,NA,1.790909,2955,2.970346,2.333844,0.000000,0.000000,
433,cube0,0.308485,509,NA,NA,NA,NA,NA,NA,
433,vector0,NA,NA,1.635152,2698,2.970346,2.333844,0.000000,0.000000,
433,vector1,NA,NA,1.707879,2818,2.970346,2.333844,0.000000,0.000000,
434,cube0,0.323636,534,NA,NA,NA,NA,NA,NA,
434,vector0,NA,NA,1.530909,2526,2.970346,2.333844,0.000000,0.000000,
434,vector1,NA,NA,1.589091,2622,2.970346,2.333844,0.000000,0.000000,
435,cube0,0.349697,577,NA,NA,NA,NA,NA,NA,
435,vector0,NA,NA,1.586667,2618,2.970346,2.333844,0.000000,0.000000,
435,vector1,NA,NA,1.694546,2796,2.970346,2.333844,0.000000,0.000000,
436,cube0,0.340000,561,NA,NA,NA,NA,NA,NA,
436,vector0,NA,NA,1.407273,2322,2.970346,2.333844,0.000000,0.000000,
436,vector1,NA,NA,1.452121,2396,2.970346,2.333844,0.000000,0.000000,
437,cube0,0.323030,533,NA,NA,NA,NA,NA,NA,
437,vector0,NA,NA,1.555151,2566,2.970346,2.333844,0.000000,0.000000,
437,vector1,NA,NA,1.495758,2468,2.970346,2.333844,0.000000,0.000000,
438,cube0,0.364242,601,NA,NA,NA,NA,NA,NA,
438,vector0,NA,NA,1.832727,3024,2.970346,2.333844,0.000000,0.000000,
438,vector1,NA,NA,1.447273,2388,2.970346,2.333844,0.000000,0.000000,
439,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
439,vector0,NA,NA,1.516970,2503,2.970346,2.333844,0.000000,0.000000,
439,vector1,NA,NA,1.489697,2458,2.970346,2.333844,0.000000,0.000000,
440,cube0,0.348485,575,NA,NA,NA,NA,NA,NA,
440,vector0,NA,NA,1.437576,2372,2.970346,2.333844,0.000000,0.000000,
440,vector1,NA,NA,1.547273,2553,2.970346,2.333844,0.000000,0.000000,
441,cube0,0.295152,487,NA,NA,NA,NA,NA,NA,
441,vector0,NA,NA,1.638182,2703,2.970346,2.333844,0.000000,0.000000,
441,vector1,NA,NA,1.729091,2853,2.970346,2.333844,0.000000,0.000000,
442,cube0,0.346061,571,NA,NA,NA,NA,NA,NA,
442,vector0,NA,NA,1.538788,2539,2.970346,2.333844,0.000000,0.000000,
442,vector1,NA,NA,1.362424,2248,2.970346,2.333844,0.000000,0.000000,
443,cube0,0.294545,486,NA,NA,NA,NA,NA,NA,
443,vector0,NA,NA,1.671515,2758,2.970346,2.333844,0.000000,0.000000,
443,vector1,NA,NA,1.428485,2357,2.970346,2.333844,0.000000,0.000000,
444,cube0,0.368485,608,NA,NA,NA,NA,NA,NA,
444,vector0,NA,NA,1.520606,2509,2.970346,2.333844,0.000000,0.000000,
444,vector1,NA,NA,1.761818,2907,2.970346,2.333844,0.000000,0.000000,
445,cube0,0.323030,533,NA,NA,NA,NA,NA,NA,
445,vector0,NA,NA,1.656970,2734,2.970346,2.333844,0.000000,0.000000,
445,vector1,NA,NA,1.520606,2509,2.970346,2.333844,0.000000,0.000000,
446,cube0,0.310909,513,NA,NA,NA,NA,NA,NA,
446,vector0,NA,NA,1.443636,2382,2.970346,2.333844,0.000000,0.000000,
446,vector1,NA,NA,1.418788,2341,2.970346,2.333844,0.000000,0.000000,
447,cube0,0.342424,565,NA,NA,NA,NA,NA,NA,
447,vector0,NA,NA,1.548485,2555,2.970346,2.333844,0.000000,0.000000,
447,vector1,NA,NA,1.588485,2621,2.970346,2.333844,0.000000,0.000000,
448,cube0,0.315152,520,NA,NA,NA,NA,NA,NA,
448,vector0,NA,NA,1.356364,2238,2.970346,2.333844,0.000000,0.000000,
448,vector1,NA,NA,1.559394,2573,2.970346,2.333844,0.000000,0.000000,
449,cube0,0.347879,574,NA,NA,NA,NA,NA,NA,
449,vector0,NA,NA,1.334545,2202,2.970346,2.333844,0.000000,0.000000,
449,vector1,NA,NA,1.676364,2766,2.970346,2.333844,0.000000,0.000000,
450,cube0,0.332121,548,NA,NA,NA,NA,NA,NA,
450,vector0,NA,NA,1.518182,2505,2.970346,2.333844,0.000000,0.000000,
450,vector1,NA,NA,1.373333,2266,2.970346,2.333844,0.000000,0.000000,
451,cube0,0.375152,619,NA,NA,NA,NA,NA,NA,
451,vector0,NA,NA,1.672727,2760,2.970346,2.333844,0.000000,0.000000,
451,vector1,NA,NA,1.507879,2488,2.970346,2.333844,0.000000,0.000000,
452,cube0,0.306061,505,NA,NA,NA,NA,NA,NA,
452,vector0,NA,NA,1.576970,2602,2.970346,2.333844,0.000000,0.000000,
452,vector1,NA,NA,1.544848,2549,2.970346,2.333844,0.000000,0.000000,
453,cube0,0.313939,518,NA,NA,NA,NA,NA,NA,
453,vector0,NA,NA,1.628485,2687,2.970346,2.333844,0.000000,0.000000,
453,vector1,NA,NA,1.644848,2714,2.970346,2.333844,0.000000,0.000000,
454,cube0,0.320606,529,NA,NA,NA,NA,NA,NA,
454,vector0,NA,NA,1.422424,2347,2.970346,2.333844,0.000000,0.000000,
454,vector1,NA,NA,1.790909,2955,2.970346,2.333844,0.000000,0.000000,
455,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
455,vector0,NA,NA,1.767273,2916,2.970346,2.333844,0.000000,0.000000,
455,vector1,NA,NA,1.498182,2472,2.970346,2.333844,0.000000,0.000000,
456,cube0,0.343636,567,NA,NA,NA,NA,NA,NA,
456,vector0,NA,NA,1.489091,2457,2.970346,2.333844,0.000000,0.000000,
456,vector1,NA,NA,1.558182,2571,2.970346,2.333844,0.000000,0.000000,
457,cube0,0.304848,503,NA,NA,NA,NA,NA,NA,
457,vector0,NA,NA,1.648485,2720,2.970346,2.333844,0.000000,0.000000,
457,vector1,NA,NA,1.755152,2896,2.970346,2.333844,0.000000,0.000000,
458,cube0,0.364848,602,NA,NA,NA,NA,NA,NA,
458,vector0,NA,NA,1.509091,2490,2.970346,2.333844,0.000000,0.000000,
458,vector1,NA,NA,1.510909,2493,2.970346,2.333844,0.000000,0.000000,
459,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
459,vector0,NA,NA,1.596970,2635,2.970346,2.333844,0.000000,0.000000,
459,vector1,NA,NA,1.666667,2750,2.970346,2.333844,0.000000,0.000000,
460,cube0,0.346061,571,NA,NA,NA,NA,NA,NA,
460,vector0,NA,NA,1.501818,2478,2.970346,2.333844,0.000000,0.000000,
460,vector1,NA,NA,1.581212,2609,2.970346,2.333844,0.000000,0.000000,
461,cube0,0.292121,482,NA,NA,NA,NA,NA,NA,
461,vector0,NA,NA,1.571515,2593,2.970346,2.333844,0.000000,0.000000,
461,vector1,NA,NA,1.753939,2894,2.970346,2.333844,0.000000,0.000000,
462,cube0,0.347879,574,NA,NA,NA,NA,NA,NA,
462,vector0,NA,NA,1.593939,2630,2.970346,2.333844,0.000000,0.000000,
462,vector1,NA,NA,1.530909,2526,2.970346,2.333844,0.000000,0.000000,
463,cube0,0.292727,483,NA,NA,NA,NA,NA,NA,
463,vector0,NA,NA,1.798182,2967,2.970346,2.333844,0.000000,0.000000,
463,vector1,NA,NA,1.631515,2692,2.970346,2.333844,0.000000,0.000000,
464,cube0,0.365455,603,NA,NA,NA,NA,NA,NA,
464,vector0,NA,NA,1.895758,3128,2.970346,2.333844,0.000000,0.000000,
464,vector1,NA,NA,1.486667,2453,2.970346,2.333844,0.000000,0.000000,
465,cube0,0.321818,531,NA,NA,NA,NA,NA,NA,
465,vector0,NA,NA,1.701212,2807,2.970346,2.333844,0.000000,0.000000,
465,vector1,NA,NA,1.680606,2773,2.970346,2.333844,0.000000,0.000000,
466,cube0,0.315758,521,NA,NA,NA,NA,NA,NA,
466,vector0,NA,NA,1.396364,2304,2.970346,2.333844,0.000000,0.000000,
466,vector1,NA,NA,1.516970,2503,2.970346,2.333844,0.000000,0.000000,
467,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
467,vector0,NA,NA,1.452727,2397,2.970346,2.333844,0.000000,0.000000,
467,vector1,NA,NA,1.779394,2936,2.970346,2.333844,0.000000,0.000000,
468,cube0,0.318182,525,NA,NA,NA,NA,NA,NA,
468,vector0,NA,NA,1.538788,2539,2.970346,2.333844,0.000000,0.000000,
468,vector1,NA,NA,1.455152,2401,2.970346,2.333844,0.000000,0.000000,
469,cube0,0.353333,583,NA,NA,NA,NA,NA,NA,
469,vector0,NA,NA,1.676364,2766,2.970346,2.333844,0.000000,0.000000,
469,vector1,NA,NA,1.590909,2625,2.970346,2.333844,0.000000,0.000000,
470,cube0,0.329697,544,NA,NA,NA,NA,NA,NA,
470,vector0,NA,NA,1.524848,2516,2.970346,2.333844,0.000000,0.000000,
470,vector1,NA,NA,1.533333,2530,2.970346,2.333844,0.000000,0.000000,
471,cube0,0.372121,614,NA,NA,NA,NA,NA,NA,
471,vector0,NA,NA,1.599394,2639,2.970346,2.333844,0.000000,0.000000,
471,vector1,NA,NA,1.582424,2611,2.970346,2.333844,0.000000,0.000000,
472,cube0,0.305455,504,NA,NA,NA,NA,NA,NA,
472,vector0,NA,NA,1.841818,3039,2.970346,2.333844,0.000000,0.000000,
472,vector1,NA,NA,1.399394,2309,2.970346,2.333844,0.000000,0.000000,
473,cube0,0.312121,515,NA,NA,NA,NA,NA,NA,
473,vector0,NA,NA,1.775758,2930,2.970346,2.333844,0.000000,0.000000,
473,vector1,NA,NA,1.395151,2302,2.970346,2.333844,0.000000,0.000000,
474,cube0,0.319394,527,NA,NA,NA,NA,NA,NA,
474,vector0,NA,NA,1.552121,2561,2.970346,2.333844,0.000000,0.000000,
474,vector1,NA,NA,1.525455,2517,2.970346,2.333844,0.000000,0.000000,
475,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
475,vector0,NA,NA,1.761818,2907,2.970346,2.333844,0.000000,0.000000,
475,vector1,NA,NA,1.609697,2656,2.970346,2.333844,0.000000,0.000000,
476,cube0,0.347273,573,NA,NA,NA,NA,NA,NA,
476,vector0,NA,NA,1.541212,2543,2.970346,2.333844,0.000000,0.000000,
476,vector1,NA,NA,1.472121,2429,2.970346,2.333844,0.000000,0.000000,
477,cube0,0.307273,507,NA,NA,NA,NA,NA,NA,
477,vector0,NA,NA,1.726061,2848,2.970346,2.333844,0.000000,0.000000,
477,vector1,NA,NA,1.487273,2454,2.970346,2.333844,0.000000,0.000000,
478,cube0,0.365455,603,NA,NA,NA,NA,NA,NA,
478,vector0,NA,NA,1.606061,2650,2.970346,2.333844,0.000000,0.000000,
478,vector1,NA,NA,1.806061,2980,2.970346,2.333844,0.000000,0.000000,
479,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
479,vector0,NA,NA,1.613939,2663,2.970346,2.333844,0.000000,0.000000,
479,vector1,NA,NA,1.666667,2750,2.970346,2.333844,0.000000,0.000000,
480,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
480,vector0,NA,NA,1.488485,2456,2.970346,2.333844,0.000000,0.000000,
480,vector1,NA,NA,1.636364,2700,2.970346,2.333844,0.000000,0.000000,
481,cube0,0.287879,475,NA,NA,NA,NA,NA,NA,
481,vector0,NA,NA,1.657576,2735,2.970346,2.333844,0.000000,0.000000,
481,vector1,NA,NA,1.378182,2274,2.970346,2.333844,0.000000,0.000000,
482,cube0,0.347879,574,NA,NA,NA,NA,NA,NA,
482,vector0,NA,NA,1.479394,2441,2.970346,2.333844,0.000000,0.000000,
