block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
118,vector0,NA,NA,1.532121,2528,2.970346,2.333844,0.000000,0.000000,
118,vector1,NA,NA,1.535151,2533,2.970346,2.333844,0.000000,0.000000,
119,cube0,0.349091,576,NA,NA,NA,NA,NA,NA,
119,vector0,NA,NA,1.561212,2576,2.970346,2.333844,0.000000,0.000000,
119,vector1,NA,NA,1.672121,2759,2.970346,2.333844,0.000000,0.000000,
120,cube0,0.347273,573,NA,NA,NA,NA,NA,NA,
120,vector0,NA,NA,1.547273,2553,2.970346,2.333844,0.000000,0.000000,
120,vector1,NA,NA,1.538788,2539,2.970346,2.333844,0.000000,0.000000,
121,cube0,0.287879,475,NA,NA,NA,NA,NA,NA,
121,vector0,NA,NA,1.693333,2794,2.970346,2.333844,0.000000,0.000000,
121,vector1,NA,NA,1.573939,2597,2.970346,2.333844,0.000000,0.000000,
122,cube0,0.346061,571,NA,NA,NA,NA,NA,NA,
122,vector0,NA,NA,1.546061,2551,2.970346,2.333844,0.000000,0.000000,
122,vector1,NA,NA,1.856364,3063,2.970346,2.333844,0.000000,0.000000,
123,cube0,0.303636,501,NA,NA,NA,NA,NA,NA,
123,vector0,NA,NA,1.624242,2680,2.970346,2.333844,0.000000,0.000000,
123,vector1,NA,NA,1.537576,2537,2.970346,2.333844,0.000000,0.000000,
124,cube0,0.370303,611,NA,NA,NA,NA,NA,NA,
124,vector0,NA,NA,1.824849,3011,2.970346,2.333844,0.000000,0.000000,
124,vector1,NA,NA,1.792727,2958,2.970346,2.333844,0.000000,0.000000,
125,cube0,0.330909,546,NA,NA,NA,NA,NA,NA,
125,vector0,NA,NA,1.440606,2377,2.970346,2.333844,0.000000,0.000000,
125,vector1,NA,NA,1.526667,2519,2.970346,2.333844,0.000000,0.000000,
126,cube0,0.315152,520,NA,NA,NA,NA,NA,NA,
126,vector0,NA,NA,1.563636,2580,2.970346,2.333844,0.000000,0.000000,
126,vector1,NA,NA,1.506667,2486,2.970346,2.333844,0.000000,0.000000,
127,cube0,0.344848,569,NA,NA,NA,NA,NA,NA,
127,vector0,NA,NA,1.732121,2858,2.970346,2.333844,0.000000,0.000000,
127,vector1,NA,NA,1.680606,2773,2.970346,2.333844,0.000000,0.000000,
128,cube0,0.316364,522,NA,NA,NA,NA,NA,NA,
128,vector0,NA,NA,1.406667,2321,2.970346,2.333844,0.000000,0.000000,
128,vector1,NA,NA,1.510303,2492,2.970346,2.333844,0.000000,0.000000,
129,cube0,0.348485,575,NA,NA,NA,NA,NA,NA,
129,vector0,NA,NA,1.490909,2460,2.970346,2.333844,0.000000,0.000000,
129,vector1,NA,NA,1.618788,2671,2.970346,2.333844,0.000000,0.000000,
130,cube0,0.335758,554,NA,NA,NA,NA,NA,NA,
130,vector0,NA,NA,1.391515,2296,2.970346,2.333844,0.000000,0.000000,
130,vector1,NA,NA,1.441818,2379,2.970346,2.333844,0.000000,0.000000,
131,cube0,0.374545,618,NA,NA,NA,NA,NA,NA,
131,vector0,NA,NA,1.608485,2654,2.970346,2.333844,0.000000,0.000000,
131,vector1,NA,NA,1.667273,2751,2.970346,2.333844,0.000000,0.000000,
132,cube0,0.306061,505,NA,NA,NA,NA,NA,NA,
132,vector0,NA,NA,1.550303,2558,2.970346,2.333844,0.000000,0.000000,
132,vector1,NA,NA,1.481818,2445,2.970346,2.333844,0.000000,0.000000,
133,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
133,vector0,NA,NA,1.476364,2436,2.970346,2.333844,0.000000,0.000000,
133,vector1,NA,NA,1.558182,2571,2.970346,2.333844,0.000000,0.000000,
134,cube0,0.320000,528,NA,NA,NA,NA,NA,NA,
134,vector0,NA,NA,1.577576,2603,2.970346,2.333844,0.000000,0.000000,
134,vector1,NA,NA,1.495152,2467,2.970346,2.333844,0.000000,0.000000,
135,cube0,0.352727,582,NA,NA,NA,NA,NA,NA,
135,vector0,NA,NA,1.758182,2901,2.970346,2.333844,0.000000,0.000000,
135,vector1,NA,NA,1.536364,2535,2.970346,2.333844,0.000000,0.000000,
136,cube0,0.340000,561,NA,NA,NA,NA,NA,NA,
136,vector0,NA,NA,1.895758,3128,2.970346,2.333844,0.000000,0.000000,
136,vector1,NA,NA,1.756364,2898,2.970346,2.333844,0.000000,0.000000,
137,cube0,0.306667,506,NA,NA,NA,NA,NA,NA,
137,vector0,NA,NA,1.613939,2663,2.970346,2.333844,0.000000,0.000000,
137,vector1,NA,NA,1.447879,2389,2.970346,2.333844,0.000000,0.000000,
138,cube0,0.362424,598,NA,NA,NA,NA,NA,NA,
138,vector0,NA,NA,1.554545,2565,2.970346,2.333844,0.000000,0.000000,
138,vector1,NA,NA,1.536970,2536,2.970346,2.333844,0.000000,0.000000,
139,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
139,vector0,NA,NA,1.686667,2783,2.970346,2.333844,0.000000,0.000000,
139,vector1,NA,NA,1.692121,2792,2.970346,2.333844,0.000000,0.000000,
140,cube0,0.349697,577,NA,NA,NA,NA,NA,NA,
140,vector0,NA,NA,1.515152,2500,2.970346,2.333844,0.000000,0.000000,
140,vector1,NA,NA,1.512727,2496,2.970346,2.333844,0.000000,0.000000,
141,cube0,0.286667,473,NA,NA,NA,NA,NA,NA,
141,vector0,NA,NA,1.611515,2659,2.970346,2.333844,0.000000,0.000000,
141,vector1,NA,NA,1.597576,2636,2.970346,2.333844,0.000000,0.000000,
142,cube0,0.344848,569,NA,NA,NA,NA,NA,NA,
142,vector0,NA,NA,1.494545,2466,2.970346,2.333844,0.000000,0.000000,
142,vector1,NA,NA,1.923030,3173,2.970346,2.333844,0.000000,0.000000,
143,cube0,0.290909,480,NA,NA,NA,NA,NA,NA,
143,vector0,NA,NA,1.578182,2604,2.970346,2.333844,0.000000,0.000000,
143,vector1,NA,NA,1.441818,2379,2.970346,2.333844,0.000000,0.000000,
144,cube0,0.369697,610,NA,NA,NA,NA,NA,NA,
144,vector0,NA,NA,1.561818,2577,2.970346,2.333844,0.000000,0.000000,
144,vector1,NA,NA,1.837576,3032,2.970346,2.333844,0.000000,0.000000,
145,cube0,0.323636,534,NA,NA,NA,NA,NA,NA,
145,vector0,NA,NA,1.603636,2646,2.970346,2.333844,0.000000,0.000000,
145,vector1,NA,NA,1.650909,2724,2.970346,2.333844,0.000000,0.000000,
146,cube0,0.347273,573,NA,NA,NA,NA,NA,NA,
146,vector0,NA,NA,1.529091,2523,2.970346,2.333844,0.000000,0.000000,
146,vector1,NA,NA,1.392121,2297,2.970346,2.333844,0.000000,0.000000,
147,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
147,vector0,NA,NA,1.646061,2716,2.970346,2.333844,0.000000,0.000000,
147,vector1,NA,NA,1.513939,2498,2.970346,2.333844,0.000000,0.000000,
148,cube0,0.330909,546,NA,NA,NA,NA,NA,NA,
148,vector0,NA,NA,1.850909,3054,2.970346,2.333844,0.000000,0.000000,
148,vector1,NA,NA,1.851515,3055,2.970346,2.333844,0.000000,0.000000,
149,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
149,vector0,NA,NA,1.424242,2350,2.970346,2.333844,0.000000,0.000000,
149,vector1,NA,NA,1.482424,2446,2.970346,2.333844,0.000000,0.000000,
150,cube0,0.329091,543,NA,NA,NA,NA,NA,NA,
150,vector0,NA,NA,1.429091,2358,2.970346,2.333844,0.000000,0.000000,
150,vector1,NA,NA,1.507273,2487,2.970346,2.333844,0.000000,0.000000,
151,cube0,0.372727,615,NA,NA,NA,NA,NA,NA,
151,vector0,NA,NA,1.497576,2471,2.970346,2.333844,0.000000,0.000000,
151,vector1,NA,NA,1.683030,2777,2.970346,2.333844,0.000000,0.000000,
152,cube0,0.304848,503,NA,NA,NA,NA,NA,NA,
152,vector0,NA,NA,1.418182,2340,2.970346,2.333844,0.000000,0.000000,
152,vector1,NA,NA,1.715152,2830,2.970346,2.333844,0.000000,0.000000,
153,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
153,vector0,NA,NA,1.691515,2791,2.970346,2.333844,0.000000,0.000000,
153,vector1,NA,NA,1.378182,2274,2.970346,2.333844,0.000000,0.000000,
154,cube0,0.320000,528,NA,NA,NA,NA,NA,NA,
154,vector0,NA,NA,1.604242,2647,2.970346,2.333844,0.000000,0.000000,
154,vector1,NA,NA,1.512121,2495,2.970346,2.333844,0.000000,0.000000,
155,cube0,0.349697,577,NA,NA,NA,NA,NA,NA,
155,vector0,NA,NA,1.716970,2833,2.970346,2.333844,0.000000,0.000000,
155,vector1,NA,NA,1.506061,2485,2.970346,2.333844,0.000000,0.000000,
156,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
156,vector0,NA,NA,1.793333,2959,2.970346,2.333844,0.000000,0.000000,
156,vector1,NA,NA,1.482424,2446,2.970346,2.333844,0.000000,0.000000,
157,cube0,0.304242,502,NA,NA,NA,NA,NA,NA,
157,vector0,NA,NA,1.787273,2949,2.970346,2.333844,0.000000,0.000000,
157,vector1,NA,NA,1.579394,2606,2.970346,2.333844,0.000000,0.000000,
158,cube0,0.361212,596,NA,NA,NA,NA,NA,NA,
158,vector0,NA,NA,1.567879,2587,2.970346,2.333844,0.000000,0.000000,
158,vector1,NA,NA,1.446667,2387,2.970346,2.333844,0.000000,0.000000,
159,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
159,vector0,NA,NA,1.766667,2915,2.970346,2.333844,0.000000,0.000000,
159,vector1,NA,NA,1.692121,2792,2.970346,2.333844,0.000000,0.000000,
160,cube0,0.347879,574,NA,NA,NA,NA,NA,NA,
160,vector0,NA,NA,1.392727,2298,2.970346,2.333844,0.000000,0.000000,
160,vector1,NA,NA,1.825455,3012,2.970346,2.333844,0.000000,0.000000,
161,cube0,0.290303,479,NA,NA,NA,NA,NA,NA,
161,vector0,NA,NA,1.571515,2593,2.970346,2.333844,0.000000,0.000000,
161,vector1,NA,NA,1.840000,3036,2.970346,2.333844,0.000000,0.000000,
162,cube0,0.345455,570,NA,NA,NA,NA,NA,NA,
162,vector0,NA,NA,1.854545,3060,2.970346,2.333844,0.000000,0.000000,
162,vector1,NA,NA,1.681212,2774,2.970346,2.333844,0.000000,0.000000,
163,cube0,0.293333,484,NA,NA,NA,NA,NA,NA,
163,vector0,NA,NA,1.593939,2630,2.970346,2.333844,0.000000,0.000000,
163,vector1,NA,NA,1.570909,2592,2.970346,2.333844,0.000000,0.000000,
164,cube0,0.369091,609,NA,NA,NA,NA,NA,NA,
164,vector0,NA,NA,1.531515,2527,2.970346,2.333844,0.000000,0.000000,
164,vector1,NA,NA,1.518182,2505,2.970346,2.333844,0.000000,0.000000,
165,cube0,0.323636,534,NA,NA,NA,NA,NA,NA,
165,vector0,NA,NA,1.688485,2786,2.970346,2.333844,0.000000,0.000000,
165,vector1,NA,NA,1.545455,2550,2.970346,2.333844,0.000000,0.000000,
166,cube0,0.313939,518,NA,NA,NA,NA,NA,NA,
166,vector0,NA,NA,1.379394,2276,2.970346,2.333844,0.000000,0.000000,
166,vector1,NA,NA,1.504848,2483,2.970346,2.333844,0.000000,0.000000,
167,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
167,vector0,NA,NA,1.626061,2683,2.970346,2.333844,0.000000,0.000000,
167,vector1,NA,NA,1.660000,2739,2.970346,2.333844,0.000000,0.000000,
168,cube0,0.319394,527,NA,NA,NA,NA,NA,NA,
168,vector0,NA,NA,1.849091,3051,2.970346,2.333844,0.000000,0.000000,
168,vector1,NA,NA,1.541818,2544,2.970346,2.333844,0.000000,0.000000,
169,cube0,0.349091,576,NA,NA,NA,NA,NA,NA,
169,vector0,NA,NA,1.623030,2678,2.970346,2.333844,0.000000,0.000000,
169,vector1,NA,NA,1.635758,2699,2.970346,2.333844,0.000000,0.000000,
170,cube0,0.335758,554,NA,NA,NA,NA,NA,NA,
170,vector0,NA,NA,1.456970,2404,2.970346,2.333844,0.000000,0.000000,
170,vector1,NA,NA,1.563030,2579,2.970346,2.333844,0.000000,0.000000,
171,cube0,0.374545,618,NA,NA,NA,NA,NA,NA,
171,vector0,NA,NA,1.580606,2608,2.970346,2.333844,0.000000,0.000000,
171,vector1,NA,NA,1.767879,2917,2.970346,2.333844,0.000000,0.000000,
172,cube0,0.307273,507,NA,NA,NA,NA,NA,NA,
172,vector0,NA,NA,1.612727,2661,2.970346,2.333844,0.000000,0.000000,
172,vector1,NA,NA,1.565455,2583,2.970346,2.333844,0.000000,0.000000,
173,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
173,vector0,NA,NA,1.610909,2658,2.970346,2.333844,0.000000,0.000000,
173,vector1,NA,NA,1.620606,2674,2.970346,2.333844,0.000000,0.000000,
174,cube0,0.318182,525,NA,NA,NA,NA,NA,NA,
174,vector0,NA,NA,1.582424,2611,2.970346,2.333844,0.000000,0.000000,
174,vector1,NA,NA,1.518788,2506,2.970346,2.333844,0.000000,0.000000,
175,cube0,0.349697,577,NA,NA,NA,NA,NA,NA,
175,vector0,NA,NA,1.745455,2880,2.970346,2.333844,0.000000,0.000000,
175,vector1,NA,NA,1.578788,2605,2.970346,2.333844,0.000000,0.000000,
176,cube0,0.340000,561,NA,NA,NA,NA,NA,NA,
176,vector0,NA,NA,1.995758,3293,2.970346,2.333844,0.000000,0.000000,
176,vector1,NA,NA,1.903030,3140,2.970346,2.333844,0.000000,0.000000,
177,cube0,0.306061,505,NA,NA,NA,NA,NA,NA,
177,vector0,NA,NA,1.547879,2554,2.970346,2.333844,0.000000,0.000000,
177,vector1,NA,NA,1.568485,2588,2.970346,2.333844,0.000000,0.000000,
178,cube0,0.360606,595,NA,NA,NA,NA,NA,NA,
178,vector0,NA,NA,1.518788,2506,2.970346,2.333844,0.000000,0.000000,
178,vector1,NA,NA,1.453333,2398,2.970346,2.333844,0.000000,0.000000,
179,cube0,0.349091,576,NA,NA,NA,NA,NA,NA,
179,vector0,NA,NA,1.709091,2820,2.970346,2.333844,0.000000,0.000000,
179,vector1,NA,NA,1.570909,2592,2.970346,2.333844,0.000000,0.000000,
180,cube0,0.345455,570,NA,NA,NA,NA,NA,NA,
180,vector0,NA,NA,1.539394,2540,2.970346,2.333844,0.000000,0.000000,
180,vector1,NA,NA,1.521212,2510,2.970346,2.333844,0.000000,0.000000,
181,cube0,0.293939,485,NA,NA,NA,NA,NA,NA,
181,vector0,NA,NA,1.673333,2761,2.970346,2.333844,0.000000,0.000000,
181,vector1,NA,NA,1.735152,2863,2.970346,2.333844,0.000000,0.000000,
182,cube0,0.346667,572,NA,NA,NA,NA,NA,NA,
182,vector0,NA,NA,2.026061,3343,2.970346,2.333844,0.000000,0.000000,
182,vector1,NA,NA,1.364242,2251,2.970346,2.333844,0.000000,0.000000,
183,cube0,0.292121,482,NA,NA,NA,NA,NA,NA,
183,vector0,NA,NA,1.373939,2267,2.970346,2.333844,0.000000,0.000000,
183,vector1,NA,NA,1.381212,2279,2.970346,2.333844,0.000000,0.000000,
184,cube0,0.369091,609,NA,NA,NA,NA,NA,NA,
184,vector0,NA,NA,1.504848,2483,2.970346,2.333844,0.000000,0.000000,
184,vector1,NA,NA,1.568485,2588,2.970346,2.333844,0.000000,0.000000,
185,cube0,0.323636,534,NA,NA,NA,NA,NA,NA,
185,vector0,NA,NA,1.806667,2981,2.970346,2.333844,0.000000,0.000000,
185,vector1,NA,NA,1.643636,2712,2.970346,2.333844,0.000000,0.000000,
186,cube0,0.313333,517,NA,NA,NA,NA,NA,NA,
186,vector0,NA,NA,1.445455,2385,2.970346,2.333844,0.000000,0.000000,
186,vector1,NA,NA,1.518182,2505,2.970346,2.333844,0.000000,0.000000,
187,cube0,0.338788,559,NA,NA,NA,NA,NA,NA,
187,vector0,NA,NA,1.603030,2645,2.970346,2.333844,0.000000,0.000000,
187,vector1,NA,NA,1.624242,2680,2.970346,2.333844,0.000000,0.000000,
188,cube0,0.316970,523,NA,NA,NA,NA,NA,NA,
188,vector0,NA,NA,1.486061,2452,2.970346,2.333844,0.000000,0.000000,
188,vector1,NA,NA,1.393939,2300,2.970346,2.333844,0.000000,0.000000,
189,cube0,0.354545,585,NA,NA,NA,NA,NA,NA,
189,vector0,NA,NA,1.612727,2661,2.970346,2.333844,0.000000,0.000000,
189,vector1,NA,NA,1.438182,2373,2.970346,2.333844,0.000000,0.000000,
190,cube0,0.330909,546,NA,NA,NA,NA,NA,NA,
190,vector0,NA,NA,1.523030,2513,2.970346,2.333844,0.000000,0.000000,
190,vector1,NA,NA,1.487273,2454,2.970346,2.333844,0.000000,0.000000,
191,cube0,0.370303,611,NA,NA,NA,NA,NA,NA,
191,vector0,NA,NA,1.655151,2731,2.970346,2.333844,0.000000,0.000000,
191,vector1,NA,NA,1.681212,2774,2.970346,2.333844,0.000000,0.000000,
192,cube0,0.303636,501,NA,NA,NA,NA,NA,NA,
192,vector0,NA,NA,1.627273,2685,2.970346,2.333844,0.000000,0.000000,
192,vector1,NA,NA,1.467273,2421,2.970346,2.333844,0.000000,0.000000,
193,cube0,0.308485,509,NA,NA,NA,NA,NA,NA,
193,vector0,NA,NA,1.736364,2865,2.970346,2.333844,0.000000,0.000000,
193,vector1,NA,NA,1.553333,2563,2.970346,2.333844,0.000000,0.000000,
194,cube0,0.320606,529,NA,NA,NA,NA,NA,NA,
194,vector0,NA,NA,1.425454,2352,2.970346,2.333844,0.000000,0.000000,
194,vector1,NA,NA,1.529697,2524,2.970346,2.333844,0.000000,0.000000,
195,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
195,vector0,NA,NA,1.667879,2752,2.970346,2.333844,0.000000,0.000000,
195,vector1,NA,NA,1.601212,2642,2.970346,2.333844,0.000000,0.000000,
196,cube0,0.340000,561,NA,NA,NA,NA,NA,NA,
196,vector0,NA,NA,1.641818,2709,2.970346,2.333844,0.000000,0.000000,
196,vector1,NA,NA,1.746061,2881,2.970346,2.333844,0.000000,0.000000,
197,cube0,0.304848,503,NA,NA,NA,NA,NA,NA,
197,vector0,NA,NA,1.824242,3010,2.970346,2.333844,0.000000,0.000000,
197,vector1,NA,NA,1.852121,3056,2.970346,2.333844,0.000000,0.000000,
198,cube0,0.361818,597,NA,NA,NA,NA,NA,NA,
198,vector0,NA,NA,1.463636,2415,2.970346,2.333844,0.000000,0.000000,
198,vector1,NA,NA,1.478182,2439,2.970346,2.333844,0.000000,0.000000,
199,cube0,0.349091,576,NA,NA,NA,NA,NA,NA,
199,vector0,NA,NA,1.649091,2721,2.970346,2.333844,0.000000,0.000000,
199,vector1,NA,NA,1.655758,2732,2.970346,2.333844,0.000000,0.000000,
200,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
200,vector0,NA,NA,1.493939,2465,2.970346,2.333844,0.000000,0.000000,
200,vector1,NA,NA,1.538788,2539,2.970346,2.333844,0.000000,0.000000,
201,cube0,0.290909,480,NA,NA,NA,NA,NA,NA,
201,vector0,NA,NA,1.641212,2708,2.970346,2.333844,0.000000,0.000000,
201,vector1,NA,NA,1.717576,2834,2.970346,2.333844,0.000000,0.000000,
202,cube0,0.353333,583,NA,NA,NA,NA,NA,NA,
202,vector0,NA,NA,1.541212,2543,2.970346,2.333844,0.000000,0.000000,
202,vector1,NA,NA,1.537576,2537,2.970346,2.333844,0.000000,0.000000,
203,cube0,0.293939,485,NA,NA,NA,NA,NA,NA,
203,vector0,NA,NA,1.523030,2513,2.970346,2.333844,0.000000,0.000000,
203,vector1,NA,NA,1.488485,2456,2.970346,2.333844,0.000000,0.000000,
204,cube0,0.367879,607,NA,NA,NA,NA,NA,NA,
204,vector0,NA,NA,1.602424,2644,2.970346,2.333844,0.000000,0.000000,
204,vector1,NA,NA,1.513333,2497,2.970346,2.333844,0.000000,0.000000,
205,cube0,0.325455,537,NA,NA,NA,NA,NA,NA,
205,vector0,NA,NA,1.678788,2770,2.970346,2.333844,0.000000,0.000000,
205,vector1,NA,NA,1.607273,2652,2.970346,2.333844,0.000000,0.000000,
206,cube0,0.310303,512,NA,NA,NA,NA,NA,NA,
206,vector0,NA,NA,1.522424,2512,2.970346,2.333844,0.000000,0.000000,
206,vector1,NA,NA,1.523636,2514,2.970346,2.333844,0.000000,0.000000,
207,cube0,0.339394,560,NA,NA,NA,NA,NA,NA,
207,vector0,NA,NA,1.621818,2676,2.970346,2.333844,0.000000,0.000000,
207,vector1,NA,NA,1.575758,2600,2.970346,2.333844,0.000000,0.000000,
208,cube0,0.313333,517,NA,NA,NA,NA,NA,NA,
208,vector0,NA,NA,1.524848,2516,2.970346,2.333844,0.000000,0.000000,
208,vector1,NA,NA,1.687879,2785,2.970346,2.333844,0.000000,0.000000,
209,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
209,vector0,NA,NA,1.805454,2979,2.970346,2.333844,0.000000,0.000000,
209,vector1,NA,NA,1.781212,2939,2.970346,2.333844,0.000000,0.000000,
210,cube0,0.329091,543,NA,NA,NA,NA,NA,NA,
210,vector0,NA,NA,1.516970,2503,2.970346,2.333844,0.000000,0.000000,
210,vector1,NA,NA,1.520606,2509,2.970346,2.333844,0.000000,0.000000,
211,cube0,0.372121,614,NA,NA,NA,NA,NA,NA,
211,vector0,NA,NA,1.641212,2708,2.970346,2.333844,0.000000,0.000000,
211,vector1,NA,NA,1.780606,2938,2.970346,2.333844,0.000000,0.000000,
212,cube0,0.306667,506,NA,NA,NA,NA,NA,NA,
212,vector0,NA,NA,1.499394,2474,2.970346,2.333844,0.000000,0.000000,
212,vector1,NA,NA,1.700606,2806,2.970346,2.333844,0.000000,0.000000,
213,cube0,0.310909,513,NA,NA,NA,NA,NA,NA,
213,vector0,NA,NA,1.626667,2684,2.970346,2.333844,0.000000,0.000000,
213,vector1,NA,NA,1.737576,2867,2.970346,2.333844,0.000000,0.000000,
214,cube0,0.320000,528,NA,NA,NA,NA,NA,NA,
214,vector0,NA,NA,1.961818,3237,2.970346,2.333844,0.000000,0.000000,
214,vector1,NA,NA,1.538182,2538,2.970346,2.333844,0.000000,0.000000,
215,cube0,0.348485,575,NA,NA,NA,NA,NA,NA,
215,vector0,NA,NA,1.476970,2437,2.970346,2.333844,0.000000,0.000000,
215,vector1,NA,NA,1.632727,2694,2.970346,2.333844,0.000000,0.000000,
216,cube0,0.338182,558,NA,NA,NA,NA,NA,NA,
216,vector0,NA,NA,1.912727,3156,2.970346,2.333844,0.000000,0.000000,
216,vector1,NA,NA,1.909091,3150,2.970346,2.333844,0.000000,0.000000,
217,cube0,0.306061,505,NA,NA,NA,NA,NA,NA,
217,vector0,NA,NA,1.423030,2348,2.970346,2.333844,0.000000,0.000000,
217,vector1,NA,NA,1.561818,2577,2.970346,2.333844,0.000000,0.000000,
218,cube0,0.359394,593,NA,NA,NA,NA,NA,NA,
218,vector0,NA,NA,1.596970,2635,2.970346,2.333844,0.000000,0.000000,
218,vector1,NA,NA,1.463636,2415,2.970346,2.333844,0.000000,0.000000,
219,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
219,vector0,NA,NA,1.684848,2780,2.970346,2.333844,0.000000,0.000000,
219,vector1,NA,NA,1.596364,2634,2.970346,2.333844,0.000000,0.000000,
220,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
220,vector0,NA,NA,1.376970,2272,2.970346,2.333844,0.000000,0.000000,
220,vector1,NA,NA,1.549697,2557,2.970346,2.333844,0.000000,0.000000,
221,cube0,0.289697,478,NA,NA,NA,NA,NA,NA,
221,vector0,NA,NA,1.594545,2631,2.970346,2.333844,0.000000,0.000000,
221,vector1,NA,NA,1.755152,2896,2.970346,2.333844,0.000000,0.000000,
222,cube0,0.343030,566,NA,NA,NA,NA,NA,NA,
222,vector0,NA,NA,1.532727,2529,2.970346,2.333844,0.000000,0.000000,
222,vector1,NA,NA,1.401818,2313,2.970346,2.333844,0.000000,0.000000,
223,cube0,0.291515,481,NA,NA,NA,NA,NA,NA,
223,vector0,NA,NA,1.638182,2703,2.970346,2.333844,0.000000,0.000000,
223,vector1,NA,NA,1.456364,2403,2.970346,2.333844,0.000000,0.000000,
224,cube0,0.367879,607,NA,NA,NA,NA,NA,NA,
224,vector0,NA,NA,1.464849,2417,2.970346,2.333844,0.000000,0.000000,
224,vector1,NA,NA,1.580606,2608,2.970346,2.333844,0.000000,0.000000,
225,cube0,0.321818,531,NA,NA,NA,NA,NA,NA,
225,vector0,NA,NA,1.665455,2748,2.970346,2.333844,0.000000,0.000000,
225,vector1,NA,NA,1.664242,2746,2.970346,2.333844,0.000000,0.000000,
226,cube0,0.312727,516,NA,NA,NA,NA,NA,NA,
226,vector0,NA,NA,1.551515,2560,2.970346,2.333844,0.000000,0.000000,
226,vector1,NA,NA,1.539394,2540,2.970346,2.333844,0.000000,0.000000,
227,cube0,0.340000,561,NA,NA,NA,NA,NA,NA,
227,vector0,NA,NA,1.635152,2698,2.970346,2.333844,0.000000,0.000000,
227,vector1,NA,NA,1.597576,2636,2.970346,2.333844,0.000000,0.000000,
228,cube0,0.316364,522,NA,NA,NA,NA,NA,NA,
228,vector0,NA,NA,1.469091,2424,2.970346,2.333844,0.000000,0.000000,
228,vector1,NA,NA,1.404848,2318,2.970346,2.333844,0.000000,0.000000,
229,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
229,vector0,NA,NA,1.741212,2873,2.970346,2.333844,0.000000,0.000000,
229,vector1,NA,NA,1.666667,2750,2.970346,2.333844,0.000000,0.000000,
230,cube0,0.329697,544,NA,NA,NA,NA,NA,NA,
230,vector0,NA,NA,1.560000,2574,2.970346,2.333844,0.000000,0.000000,
230,vector1,NA,NA,1.521212,2510,2.970346,2.333844,0.000000,0.000000,
231,cube0,0.373333,616,NA,NA,NA,NA,NA,NA,
231,vector0,NA,NA,1.627879,2686,2.970346,2.333844,0.000000,0.000000,
231,vector1,NA,NA,1.598788,2638,2.970346,2.333844,0.000000,0.000000,
232,cube0,0.302424,499,NA,NA,NA,NA,NA,NA,
232,vector0,NA,NA,1.532727,2529,2.970346,2.333844,0.000000,0.000000,
232,vector1,NA,NA,1.761818,2907,2.970346,2.333844,0.000000,0.000000,
233,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
233,vector0,NA,NA,1.606061,2650,2.970346,2.333844,0.000000,0.000000,
233,vector1,NA,NA,1.688485,2786,2.970346,2.333844,0.000000,0.000000,
234,cube0,0.319394,527,NA,NA,NA,NA,NA,NA,
234,vector0,NA,NA,1.527879,2521,2.970346,2.333844,0.000000,0.000000,
234,vector1,NA,NA,1.547273,2553,2.970346,2.333844,0.000000,0.000000,
235,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
235,vector0,NA,NA,1.636364,2700,2.970346,2.333844,0.000000,0.000000,
235,vector1,NA,NA,1.564849,2582,2.970346,2.333844,0.000000,0.000000,
236,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
236,vector0,NA,NA,1.667879,2752,2.970346,2.333844,0.000000,0.000000,
236,vector1,NA,NA,1.535151,2533,2.970346,2.333844,0.000000,0.000000,
237,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
237,vector0,NA,NA,1.660000,2739,2.970346,2.333844,0.000000,0.000000,
237,vector1,NA,NA,1.607879,2653,2.970346,2.333844,0.000000,0.000000,
238,cube0,0.373333,616,NA,NA,NA,NA,NA,NA,
238,vector0,NA,NA,1.548485,2555,2.970346,2.333844,0.000000,0.000000,
238,vector1,NA,NA,1.589091,2622,2.970346,2.333844,0.000000,0.000000,
239,cube0,0.353333,583,NA,NA,NA,NA,NA,NA,
239,vector0,NA,NA,1.721212,2840,2.970346,2.333844,0.000000,0.000000,
