block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
100,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.482424,2446,
101,cube0,0.289091,477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
101,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.541212,2543,
101,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.575152,2599,
102,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
102,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.378182,2274,
102,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.474545,2433,
103,cube0,0.292121,482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
103,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.649091,2721,
103,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.719394,2837,
104,cube0,0.369091,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
104,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,
104,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.548485,2555,
105,cube0,0.324242,535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
105,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.904848,3143,
105,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.751515,2890,
106,cube0,0.313939,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
106,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.599394,2639,
106,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.643030,2711,
107,cube0,0.338788,559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
107,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.756364,2898,
107,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.725455,2847,
108,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
108,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.518788,2506,
108,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.405455,2319,
109,cube0,0.353333,583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
109,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.746667,2882,
109,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.702424,2809,
110,cube0,0.326667,539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
110,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.515152,2500,
110,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.552727,2562,
111,cube0,0.375758,620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
111,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.653333,2728,
111,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.623030,2678,
112,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
112,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.566061,2584,
112,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.524848,2516,
113,cube0,0.311515,514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
113,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.818788,3001,
113,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.691515,2791,
114,cube0,0.321818,531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
114,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.870303,3086,
114,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.379394,2276,
115,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
115,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.495152,2467,
115,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.568485,2588,
116,cube0,0.336970,556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
116,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.381212,2279,
116,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.847273,3048,
117,cube0,0.302424,499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
117,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.493939,2465,
117,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.658182,2736,
118,cube0,0.360000,594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
118,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.532121,2528,
118,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.535151,2533,
119,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
119,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.561212,2576,
119,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.672121,2759,
120,cube0,0.347273,573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
120,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.547273,2553,
120,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,
121,cube0,0.287879,475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
121,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.693333,2794,
121,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.573939,2597,
122,cube0,0.346061,571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
122,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.546061,2551,
122,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.856364,3063,
123,cube0,0.303636,501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
123,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.624242,2680,
123,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,
124,cube0,0.370303,611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
124,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.824849,3011,
124,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.792727,2958,
125,cube0,0.330909,546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
125,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.440606,2377,
125,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.526667,2519,
126,cube0,0.315152,520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
126,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.563636,2580,
126,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.506667,2486,
127,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
127,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.732121,2858,
127,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.680606,2773,
128,cube0,0.316364,522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
128,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.406667,2321,
128,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.510303,2492,
129,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
129,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.490909,2460,
129,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.618788,2671,
130,cube0,0.335758,554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
130,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.391515,2296,
130,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.441818,2379,
131,cube0,0.374545,618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
131,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.608485,2654,
131,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.667273,2751,
132,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
132,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.550303,2558,
132,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.481818,2445,
133,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
133,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.476364,2436,
133,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.558182,2571,
134,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
134,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.577576,2603,
134,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.495152,2467,
135,cube0,0.352727,582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
135,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.758182,2901,
135,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,
136,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
136,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.895758,3128,
136,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.756364,2898,
137,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
137,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.613939,2663,
137,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,
138,cube0,0.362424,598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
138,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.554545,2565,
138,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.536970,2536,
139,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
139,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.686667,2783,
139,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.692121,2792,
140,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
140,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.515152,2500,
140,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.512727,2496,
141,cube0,0.286667,473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
141,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.611515,2659,
141,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.597576,2636,
142,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
142,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.494545,2466,
142,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.923030,3173,
143,cube0,0.290909,480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
143,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.578182,2604,
143,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.441818,2379,
144,cube0,0.369697,610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
144,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,
144,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.837576,3032,
145,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
145,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.603636,2646,
145,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.650909,2724,
146,cube0,0.347273,573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
146,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.529091,2523,
146,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.392121,2297,
147,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
147,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.646061,2716,
147,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.513939,2498,
148,cube0,0.330909,546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
148,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.850909,3054,
148,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.851515,3055,
149,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
149,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.424242,2350,
149,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.482424,2446,
150,cube0,0.329091,543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
150,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.429091,2358,
150,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.507273,2487,
151,cube0,0.372727,615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
151,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.497576,2471,
151,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.683030,2777,
152,cube0,0.304848,503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
152,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.418182,2340,
152,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.715152,2830,
153,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
153,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.691515,2791,
153,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.378182,2274,
154,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
154,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.604242,2647,
154,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.512121,2495,
155,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
155,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.716970,2833,
155,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.506061,2485,
156,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
156,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.793333,2959,
156,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.482424,2446,
157,cube0,0.304242,502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
157,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.787273,2949,
157,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.579394,2606,
158,cube0,0.361212,596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
158,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.567879,2587,
158,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.446667,2387,
159,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
159,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.766667,2915,
159,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.692121,2792,
160,cube0,0.347879,574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
160,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.392727,2298,
160,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.825455,3012,
161,cube0,0.290303,479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
161,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.571515,2593,
161,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.840000,3036,
162,cube0,0.345455,570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
162,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.854545,3060,
162,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.681212,2774,
163,cube0,0.293333,484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
163,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.593939,2630,
163,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.570909,2592,
164,cube0,0.369091,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
164,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.531515,2527,
164,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,
165,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
165,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.688485,2786,
165,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,
166,cube0,0.313939,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
166,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.379394,2276,
166,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.504848,2483,
167,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
167,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.626061,2683,
167,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.660000,2739,
168,cube0,0.319394,527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
168,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.849091,3051,
168,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.541818,2544,
169,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
169,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.623030,2678,
169,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.635758,2699,
170,cube0,0.335758,554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
170,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.456970,2404,
170,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.563030,2579,
171,cube0,0.374545,618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
171,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.580606,2608,
171,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.767879,2917,
172,cube0,0.307273,507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
172,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.612727,2661,
172,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.565455,2583,
173,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
173,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.610909,2658,
173,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.620606,2674,
174,cube0,0.318182,525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
174,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.582424,2611,
174,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.518788,2506,
175,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
175,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.745455,2880,
175,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.578788,2605,
176,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
176,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.995758,3293,
176,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.903030,3140,
177,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
177,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.547879,2554,
177,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.568485,2588,
178,cube0,0.360606,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
178,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.518788,2506,
178,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.453333,2398,
179,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
179,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.709091,2820,
179,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.570909,2592,
180,cube0,0.345455,570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
180,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.539394,2540,
180,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.521212,2510,
181,cube0,0.293939,485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
181,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.673333,2761,
181,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.735152,2863,
182,cube0,0.346667,572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
182,vector0,NA,NA,NA,NA,NA,NA,NA,NA,2.026061,3343,
182,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.364242,2251,
183,cube0,0.292121,482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
183,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.373939,2267,
183,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.381212,2279,
184,cube0,0.369091,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
184,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.504848,2483,
184,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.568485,2588,
185,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
185,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.806667,2981,
185,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.643636,2712,
186,cube0,0.313333,517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
186,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.445455,2385,
186,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,
187,cube0,0.338788,559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
187,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.603030,2645,
187,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.624242,2680,
188,cube0,0.316970,523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
188,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.486061,2452,
188,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.393939,2300,
189,cube0,0.354545,585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
189,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.612727,2661,
189,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.438182,2373,
190,cube0,0.330909,546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
190,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.523030,2513,
190,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.487273,2454,
191,cube0,0.370303,611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
191,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.655151,2731,
191,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.681212,2774,
192,cube0,0.303636,501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
192,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.627273,2685,
192,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.467273,2421,
193,cube0,0.308485,509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
193,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.736364,2865,
193,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.553333,2563,
194,cube0,0.320606,529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
194,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.425454,2352,
194,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,
195,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
195,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.667879,2752,
195,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.601212,2642,
196,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
196,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.641818,2709,
196,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.746061,2881,
197,cube0,0.304848,503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
197,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.824242,3010,
197,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.852121,3056,
198,cube0,0.361818,597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
198,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.463636,2415,
198,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.478182,2439,
199,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
199,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.649091,2721,
199,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.655758,2732,
200,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
200,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.493939,2465,
200,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,
201,cube0,0.290909,480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
201,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.641212,2708,
201,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.717576,2834,
202,cube0,0.353333,583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
202,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.541212,2543,
202,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,
203,cube0,0.293939,485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
203,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.523030,2513,
203,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.488485,2456,
204,cube0,0.367879,607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
204,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.602424,2644,
204,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.513333,2497,
205,cube0,0.325455,537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
205,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.678788,2770,
205,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.607273,2652,
206,cube0,0.310303,512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
206,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.522424,2512,
206,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.523636,2514,
207,cube0,0.339394,560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
207,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.621818,2676,
207,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.575758,2600,
208,cube0,0.313333,517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
208,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.524848,2516,
