block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
316,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.517576,2504,
317,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
317,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.590909,2625,
317,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.521212,2510,
318,cube0,0.363636,600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
318,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.741818,2874,
318,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,
319,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
319,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.852727,3057,
319,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.773333,2926,
320,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
320,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.492727,2463,
320,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,
321,cube0,0.287879,475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
321,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.576970,2602,
321,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.586667,2618,
322,cube0,0.343636,567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
322,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.583636,2613,
322,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.595758,2633,
323,cube0,0.291515,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
323,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.777576,2933,
323,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.789697,2953,
324,cube0,0.366061,604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
324,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.883030,3107,
324,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.862424,3073,
325,cube0,0.323030,533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
325,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,
325,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.520606,2509,
326,cube0,0.312121,515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
326,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.473333,2431,
326,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.464242,2416,
327,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
327,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.574546,2598,
327,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.454545,2400,
328,cube0,0.317576,524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
328,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.580000,2607,
328,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.564849,2582,
329,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
329,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.655151,2731,
329,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.694546,2796,
330,cube0,0.327879,541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
330,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.575152,2599,
330,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.767273,2916,
331,cube0,0.372121,614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
331,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.747273,2883,
331,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.467879,2422,
332,cube0,0.307273,507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
332,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.580606,2608,
332,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.484848,2450,
333,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
333,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.628485,2687,
333,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,
334,cube0,0.318182,525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
334,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.477576,2438,
334,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.539394,2540,
335,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
335,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.526061,2518,
335,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.701212,2807,
336,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
336,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.828485,3017,
336,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.357576,2240,
337,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
337,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.804848,2978,
337,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.319394,2177,
338,cube0,0.363636,600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
338,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.429091,2358,
338,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.503030,2480,
339,cube0,0.353939,584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
339,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.604242,2647,
339,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.551515,2560,
340,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
340,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.538182,2538,
340,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,
341,cube0,0.290909,480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
341,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.791515,2956,
341,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.733333,2860,
342,cube0,0.345455,570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
342,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.596364,2634,
342,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.432121,2363,
343,cube0,0.292121,482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
343,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.703636,2811,
343,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.588485,2621,
344,cube0,0.364848,602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
344,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.961818,3237,
344,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.944242,3208,
345,cube0,0.321818,531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
345,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.543636,2547,
345,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,
346,cube0,0.313333,517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
346,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.400606,2311,
346,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,
347,cube0,0.343636,567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
347,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.522424,2512,
347,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.540606,2542,
348,cube0,0.316364,522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
348,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.465455,2418,
348,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.466667,2420,
349,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
349,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.649697,2722,
349,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.556970,2569,
350,cube0,0.329091,543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
350,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.600606,2641,
350,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.831515,3022,
351,cube0,0.376970,622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
351,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.773333,2926,
351,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.656970,2734,
352,cube0,0.307879,508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
352,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.805454,2979,
352,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.472727,2430,
353,cube0,0.310909,513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
353,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.698788,2803,
353,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.557576,2570,
354,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
354,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.543030,2546,
354,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.517576,2504,
355,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
355,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.653333,2728,
355,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.561212,2576,
356,cube0,0.341818,564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
356,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.786061,2947,
356,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.452121,2396,
357,cube0,0.307879,508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
357,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,
357,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.397576,2306,
358,cube0,0.358788,592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
358,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.444242,2383,
358,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.398182,2307,
359,cube0,0.355758,587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
359,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.470303,2426,
359,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.392727,2298,
360,cube0,0.367879,607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
360,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.563636,2580,
360,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.592121,2627,
361,cube0,0.291515,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
361,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.720606,2839,
361,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.700606,2806,
362,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
362,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.461212,2411,
362,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.503030,2480,
363,cube0,0.293333,484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
363,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.656364,2733,
363,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.735152,2863,
364,cube0,0.366667,605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
364,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.508485,2489,
364,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.834545,3027,
365,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
365,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,
365,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.549091,2556,
366,cube0,0.312727,516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
366,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.417576,2339,
366,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.398788,2308,
367,cube0,0.342424,565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
367,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.524242,2515,
367,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.558788,2572,
368,cube0,0.315152,520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
368,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.454545,2400,
368,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.548485,2555,
369,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
369,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.515758,2501,
369,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.665455,2748,
370,cube0,0.329091,543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
370,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.522424,2512,
370,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.912121,3155,
371,cube0,0.373333,616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
371,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.592121,2627,
371,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.507273,2487,
372,cube0,0.307273,507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
372,vector0,NA,NA,NA,NA,NA,NA,NA,NA,2.032121,3353,
372,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.369091,2259,
373,cube0,0.310303,512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
373,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.526061,2518,
373,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.569697,2590,
374,cube0,0.320606,529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
374,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.512121,2495,
374,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.535758,2534,
375,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
375,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.601818,2643,
375,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.761818,2907,
376,cube0,0.345455,570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
376,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.755152,2896,
376,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.465455,2418,
377,cube0,0.305455,504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
377,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.744242,2878,
377,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.594545,2631,
378,cube0,0.361212,596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
378,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.532121,2528,
378,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.452727,2397,
379,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
379,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.660000,2739,
379,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.481818,2445,
380,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
380,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.557576,2570,
380,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,
381,cube0,0.289697,478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
381,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.727879,2851,
381,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.634545,2697,
382,cube0,0.344848,569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
382,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,
382,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.590303,2624,
383,cube0,0.292121,482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
383,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.725455,2847,
383,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.827273,3015,
384,cube0,0.367273,606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
384,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.890303,3119,
384,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.838182,3033,
385,cube0,0.321212,530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
385,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.498182,2472,
385,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.423636,2349,
386,cube0,0.312727,516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
386,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.649091,2721,
386,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.607879,2653,
387,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
387,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.603030,2645,
387,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,
388,cube0,0.316364,522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
388,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,
388,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.401818,2313,
389,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
389,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.578788,2605,
389,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.530909,2526,
390,cube0,0.329091,543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
390,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.413333,2332,
390,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.830303,3020,
391,cube0,0.375152,619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
391,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.466667,2420,
391,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.501818,2478,
392,cube0,0.303636,501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
392,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.513333,2497,
392,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.776364,2931,
393,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
393,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.610303,2657,
393,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.810909,2988,
394,cube0,0.319394,527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
394,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.510909,2493,
394,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.463636,2415,
395,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
395,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.530303,2525,
395,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.591515,2626,
396,cube0,0.342424,565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
396,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.550303,2558,
396,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.651515,2725,
397,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
397,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.630909,2691,
397,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.742424,2875,
398,cube0,0.364242,601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
398,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.524848,2516,
398,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.399394,2309,
399,cube0,0.352121,581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
399,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.563636,2580,
399,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.473333,2431,
400,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
400,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.460606,2410,
400,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.534545,2532,
401,cube0,0.286061,472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
401,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.624242,2680,
401,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.682424,2776,
402,cube0,0.346667,572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
402,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.481818,2445,
402,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.844242,3043,
403,cube0,0.293939,485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
403,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.524242,2515,
403,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.527273,2520,
404,cube0,0.364848,602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
404,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.483636,2448,
404,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.760000,2904,
405,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
405,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.612121,2660,
405,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.483030,2447,
406,cube0,0.310303,512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
406,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.530909,2526,
406,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.509697,2491,
407,cube0,0.339394,560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
407,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.765455,2913,
407,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.580000,2607,
408,cube0,0.318182,525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
408,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.691515,2791,
408,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.521818,2511,
409,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
409,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.592727,2628,
409,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.566667,2585,
410,cube0,0.327879,541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
410,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.381818,2280,
410,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.822424,3007,
411,cube0,0.370909,612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
411,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.578182,2604,
411,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.493333,2464,
412,cube0,0.304242,502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
412,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.399394,2309,
412,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.523636,2514,
413,cube0,0.308485,509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
413,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.602424,2644,
413,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.590909,2625,
414,cube0,0.320606,529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
414,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.504848,2483,
414,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.583636,2613,
415,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
415,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.480606,2443,
415,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.682424,2776,
416,cube0,0.338788,559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
416,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.526061,2518,
416,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.743636,2877,
417,cube0,0.305455,504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
417,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.466061,2419,
417,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.688485,2786,
418,cube0,0.358788,592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
418,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.404242,2317,
418,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.494545,2466,
419,cube0,0.363636,600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
419,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.558788,2572,
419,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.592121,2627,
420,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
420,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.384848,2285,
420,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.542424,2545,
421,cube0,0.290909,480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
421,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.580000,2607,
421,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.650303,2723,
422,cube0,0.345455,570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
422,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.575152,2599,
422,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.933939,3191,
423,cube0,0.291515,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
423,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.803030,2975,
423,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.615152,2665,
424,cube0,0.367273,606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
424,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.664848,2747,
