block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
75,vector0,NA,NA,44.103638,72771,44.231815,30.701153,0.000000,0.000000,
75,vector1,NA,NA,44.660606,73690,44.231815,30.701153,0.000000,0.000000,
76,cube0,0.329091,543,NA,NA,NA,NA,NA,NA,
76,vector0,NA,NA,44.384850,73235,44.231815,30.701153,0.000000,0.000000,
76,vector1,NA,NA,43.135151,71173,44.231815,30.701153,0.000000,0.000000,
77,cube0,0.375758,620,NA,NA,NA,NA,NA,NA,
77,vector0,NA,NA,45.666061,75349,44.231815,30.701153,0.000000,0.000000,
77,vector1,NA,NA,44.016972,72628,44.231815,30.701153,0.000000,0.000000,
78,cube0,0.335152,553,NA,NA,NA,NA,NA,NA,
78,vector0,NA,NA,45.923637,75774,44.231815,30.701153,0.000000,0.000000,
78,vector1,NA,NA,44.109093,72780,44.231815,30.701153,0.000000,0.000000,
79,cube0,0.363636,600,NA,NA,NA,NA,NA,NA,
79,vector0,NA,NA,42.826668,70664,44.231815,30.701153,0.000000,0.000000,
79,vector1,NA,NA,44.406059,73270,44.231815,30.701153,0.000000,0.000000,
80,cube0,0.336364,555,NA,NA,NA,NA,NA,NA,
80,vector0,NA,NA,39.211514,64699,44.231815,30.701153,0.000000,0.000000,
80,vector1,NA,NA,39.201214,64682,44.231815,30.701153,0.000000,0.000000,
81,cube0,0.358182,591,NA,NA,NA,NA,NA,NA,
81,vector0,NA,NA,38.780605,63988,44.231815,30.701153,0.000000,0.000000,
81,vector1,NA,NA,38.302425,63199,44.231815,30.701153,0.000000,0.000000,
82,cube0,0.329091,543,NA,NA,NA,NA,NA,NA,
82,vector0,NA,NA,38.901211,64187,44.231815,30.701153,0.000000,0.000000,
82,vector1,NA,NA,39.182423,64651,44.231815,30.701153,0.000000,0.000000,
83,cube0,0.325455,537,NA,NA,NA,NA,NA,NA,
83,vector0,NA,NA,39.487877,65155,44.231815,30.701153,0.000000,0.000000,
83,vector1,NA,NA,38.066666,62810,44.231815,30.701153,0.000000,0.000000,
84,cube0,0.357576,590,NA,NA,NA,NA,NA,NA,
84,vector0,NA,NA,39.247879,64759,44.231815,30.701153,0.000000,0.000000,
84,vector1,NA,NA,38.889698,64168,44.231815,30.701153,0.000000,0.000000,
85,cube0,0.306667,506,NA,NA,NA,NA,NA,NA,
85,vector0,NA,NA,38.592728,63678,44.231815,30.701153,0.000000,0.000000,
85,vector1,NA,NA,39.198181,64677,44.231815,30.701153,0.000000,0.000000,
86,cube0,0.335758,554,NA,NA,NA,NA,NA,NA,
86,vector0,NA,NA,38.016972,62728,44.231815,30.701153,0.000000,0.000000,
86,vector1,NA,NA,39.289696,64828,44.231815,30.701153,0.000000,0.000000,
87,cube0,0.310909,513,NA,NA,NA,NA,NA,NA,
87,vector0,NA,NA,39.091515,64501,44.231815,30.701153,0.000000,0.000000,
87,vector1,NA,NA,39.809696,65686,44.231815,30.701153,0.000000,0.000000,
88,cube0,0.370303,611,NA,NA,NA,NA,NA,NA,
88,vector0,NA,NA,38.333332,63250,44.231815,30.701153,0.000000,0.000000,
88,vector1,NA,NA,39.186668,64658,44.231815,30.701153,0.000000,0.000000,
89,cube0,0.324848,536,NA,NA,NA,NA,NA,NA,
89,vector0,NA,NA,39.222424,64717,44.231815,30.701153,0.000000,0.000000,
89,vector1,NA,NA,38.181213,62999,44.231815,30.701153,0.000000,0.000000,
90,cube0,0.336970,556,NA,NA,NA,NA,NA,NA,
90,vector0,NA,NA,38.872120,64139,44.231815,30.701153,0.000000,0.000000,
90,vector1,NA,NA,38.650909,63774,44.231815,30.701153,0.000000,0.000000,
91,cube0,0.307273,507,NA,NA,NA,NA,NA,NA,
91,vector0,NA,NA,39.115757,64541,44.231815,30.701153,0.000000,0.000000,
91,vector1,NA,NA,38.584244,63664,44.231815,30.701153,0.000000,0.000000,
92,cube0,0.349091,576,NA,NA,NA,NA,NA,NA,
92,vector0,NA,NA,38.822426,64057,44.231815,30.701153,0.000000,0.000000,
92,vector1,NA,NA,38.954544,64275,44.231815,30.701153,0.000000,0.000000,
93,cube0,0.361818,597,NA,NA,NA,NA,NA,NA,
93,vector0,NA,NA,38.954544,64275,44.231815,30.701153,0.000000,0.000000,
93,vector1,NA,NA,39.432728,65064,44.231815,30.701153,0.000000,0.000000,
94,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
94,vector0,NA,NA,38.248486,63110,44.231815,30.701153,0.000000,0.000000,
94,vector1,NA,NA,38.187271,63009,44.231815,30.701153,0.000000,0.000000,
95,cube0,0.341818,564,NA,NA,NA,NA,NA,NA,
95,vector0,NA,NA,39.059395,64448,44.231815,30.701153,0.000000,0.000000,
95,vector1,NA,NA,38.415756,63386,44.231815,30.701153,0.000000,0.000000,
