block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),
11,cube0,0.489697,808,0.000000,0.000000,0.003030,0.000057,0.002424,0.000046,0.001212,0.000023,393.390656,0.000606,0.000011,0.000000,0.000000,0.443030,0.008359,0.044242,0.067273,0.000000,0.000000,0.000000,0.000000,0.090303,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.822424,42607,14.275758,0.269354,10.155151,0.191607,31.553894,9.646667,0.182013,33.217129,0.000000,1.611515,0.030406,0.195152,0.532727,0.000000,0.000000,0.000000,19.102425,0.331515,0.000000,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.829697,42619,14.275758,0.269354,9.212728,0.173825,34.781723,9.718788,0.183373,32.970631,0.000000,1.724242,0.032533,0.195152,0.532727,0.000000,0.000000,0.000000,19.585455,0.331515,0.000000,
12,cube0,0.449697,742,0.000000,0.000000,0.003030,0.000057,0.002424,0.000046,0.001212,0.000023,393.390656,0.000606,0.000011,0.000000,0.000000,0.400606,0.007559,0.044242,0.067273,0.000000,0.000000,0.000000,0.000000,0.138182,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.112122,43085,14.275758,0.269354,9.126060,0.172190,35.112034,9.693334,0.182893,33.057213,0.000000,1.823030,0.034397,0.195152,0.532727,0.000000,0.000000,0.000000,18.901213,0.331515,0.000000,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.583031,42212,14.275758,0.269354,9.961212,0.187947,32.168232,9.740000,0.183774,32.898827,0.000000,1.587879,0.029960,0.195152,0.532727,0.000000,0.000000,0.000000,19.083031,0.331515,0.000000,
13,cube0,0.487273,804,0.000000,0.000000,0.003030,0.000057,0.002424,0.000046,0.001212,0.000023,393.390656,0.000606,0.000011,0.000000,0.000000,0.434545,0.008199,0.044242,0.067273,0.000000,0.000000,0.000000,0.000000,0.136970,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.895151,42727,14.275758,0.269354,10.123636,0.191012,31.652122,5.575758,0.105203,57.469246,0.000000,1.737576,0.032784,0.195152,0.532727,0.000000,0.000000,0.000000,18.972727,0.331515,0.000000,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.960606,42835,14.275758,0.269354,8.884242,0.167627,36.067741,5.620000,0.106038,57.016830,0.000000,1.833333,0.034591,0.195152,0.532727,0.000000,0.000000,0.000000,19.171515,0.331515,0.000000,
14,cube0,0.437576,722,0.000000,0.000000,0.003030,0.000057,0.002424,0.000046,0.001212,0.000023,393.390656,0.000606,0.000011,0.000000,0.000000,0.381818,0.007204,0.044242,0.067273,0.000000,0.000000,0.000000,0.000000,0.113939,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
